book,chapter,verse,clause.n,verb.n,lexeme,tense,domain,has.timex,position.at.cl,cl.dependency
1_Samuel,17,23,455961,0,ø,ø,N,2,2,I
1_Samuel,17,23,455962,0,ø,ø,N,2,2,I
1_Samuel,17,23,455963,0,ø,ø,N,2,2,D
1_Samuel,17,23,455964,0,ø,ø,N,2,2,D
1_Samuel,17,23,455965,151257,DBR[,wayq,N,2,2,I
1_Samuel,17,23,455966,151264,CM<[,wayq,N,2,2,I
1_Samuel,17,24,455967,0,ø,ø,N,2,2,I
1_Samuel,17,24,455968,151271,R>H[,infc,N,2,2,D
1_Samuel,17,24,455969,151276,NWS[,wayq,N,2,2,D
1_Samuel,17,24,455970,151280,JR>[,wayq,N,2,2,D
1_Samuel,17,25,455971,151283,>MR[,wayq,N,2,2,I
1_Samuel,17,25,455972,151287,R>H[,perf,Q,2,2,I
1_Samuel,17,25,455973,0,ø,ø,Q,2,2,I
1_Samuel,17,25,455974,151296,XRP[,infc,Q,2,2,D
1_Samuel,17,25,455975,151301,HJH[,weqt,Q,2,2,I
1_Samuel,17,25,455976,0,ø,ø,Q,2,2,I
1_Samuel,17,25,455977,151305,NKH[,impf,Q,2,2,D
1_Samuel,17,25,455978,151306,<CR[,impf,Q,2,2,D
1_Samuel,17,25,455979,151314,NTN[,impf,Q,2,2,D
1_Samuel,17,25,455980,151320,<FH[,impf,Q,2,2,D
1_Samuel,17,26,455981,151325,>MR[,wayq,N,2,2,I
1_Samuel,17,26,455982,0,ø,ø,N,2,2,D
1_Samuel,17,26,455983,151334,>MR[,infc,N,2,2,D
1_Samuel,17,26,455984,151336,<FH[,impf,Q,2,2,I
1_Samuel,17,26,455985,151341,NKH[,impf,Q,2,2,D
1_Samuel,17,26,455986,151348,SWR[,weqt,Q,2,2,D
1_Samuel,17,26,455987,0,ø,ø,Q,2,2,I
1_Samuel,17,26,455988,151362,XRP[,perf,Q,2,2,I
1_Samuel,17,27,455989,151367,>MR[,wayq,N,2,2,I
1_Samuel,17,27,455990,151377,>MR[,infc,N,2,2,D
1_Samuel,17,27,455991,151379,<FH[,impf,Q,2,2,I
1_Samuel,17,27,455992,151384,NKH[,impf,Q,2,2,D
1_Samuel,17,28,455993,151386,CM<[,wayq,N,2,2,I
1_Samuel,17,28,455994,151392,DBR[,infc,N,2,2,D
1_Samuel,17,28,455995,151397,XRH[,wayq,N,2,2,I
1_Samuel,17,28,455996,151403,>MR[,wayq,N,2,2,I
1_Samuel,17,28,455997,151406,JRD[,perf,Q,2,2,I
1_Samuel,17,28,455998,151410,NVC[,perf,Q,2,2,I
1_Samuel,17,28,455999,151420,JD<[,perf,Q,2,2,I
1_Samuel,17,28,456000,151432,JRD[,perf,Q,2,2,I
1_Samuel,17,28,456001,151429,R>H[,infc,Q,2,2,D
1_Samuel,17,29,456002,151434,>MR[,wayq,N,2,2,I
1_Samuel,17,29,456003,151437,<FH[,perf,Q,1,2,I
1_Samuel,17,29,456004,0,ø,ø,Q,2,2,I
1_Samuel,17,30,456005,151444,SBB[,wayq,N,2,2,I
1_Samuel,17,30,456006,151451,>MR[,wayq,N,2,2,I
1_Samuel,17,30,456007,151458,CWB[,wayq,N,2,2,I
1_Samuel,17,31,456008,151468,CM<[,wayq,N,2,2,I
1_Samuel,17,31,456009,151472,DBR[,perf,N,2,2,D
1_Samuel,17,31,456010,151475,NGD[,wayq,N,2,2,I
1_Samuel,17,31,456011,151480,LQX[,wayq,N,2,2,I
1_Samuel,17,32,456012,151482,>MR[,wayq,N,2,2,I
1_Samuel,17,32,456013,151487,NPL[,impf,Q,2,2,I
1_Samuel,17,32,456014,151492,HLK[,impf,Q,2,2,I
1_Samuel,17,32,456015,151494,LXM[,weqt,Q,2,2,I
1_Samuel,17,33,456016,151501,>MR[,wayq,N,2,2,I
1_Samuel,17,33,456017,151506,JKL[,impf,Q,2,2,I
1_Samuel,17,33,456018,151508,HLK[,infc,Q,2,2,D
1_Samuel,17,33,456019,151515,LXM[,infc,Q,2,2,D
1_Samuel,17,33,456020,0,ø,ø,Q,2,2,I
1_Samuel,17,33,456021,0,ø,ø,Q,1,2,I
1_Samuel,17,34,456022,151527,>MR[,wayq,N,2,2,I
1_Samuel,17,34,456023,151532,HJH[,perf,Q,2,2,I
1_Samuel,17,34,456024,151540,BW>[,weqt,Q,2,2,I
1_Samuel,17,34,456025,151548,NF>[,weqt,Q,2,2,I
1_Samuel,17,35,456026,151554,JY>[,weqt,Q,2,2,I
1_Samuel,17,35,456027,151557,NKH[,weqt,Q,2,2,I
1_Samuel,17,35,456028,151559,NYL[,weqt,Q,2,2,I
1_Samuel,17,35,456029,151563,QWM[,wayq,N,2,2,I
1_Samuel,17,35,456030,151566,XZQ[,perf,N,2,2,I
1_Samuel,17,35,456031,151570,NKH[,perf,N,2,2,I
1_Samuel,17,35,456032,151572,MWT[,perf,N,2,2,I
1_Samuel,17,36,456033,151580,NKH[,perf,Q,2,2,I
1_Samuel,17,36,456034,151583,HJH[,weqt,Q,2,2,I
1_Samuel,17,36,456035,151594,XRP[,perf,Q,2,2,I
1_Samuel,17,37,456036,151599,>MR[,wayq,N,2,2,I
1_Samuel,17,37,456037,0,ø,ø,Q,2,2,I
1_Samuel,17,37,456038,151603,NYL[,perf,Q,2,2,D
1_Samuel,17,37,456039,151614,NYL[,impf,Q,2,2,D
1_Samuel,17,37,456040,151622,>MR[,wayq,N,2,2,I
1_Samuel,17,37,456041,151626,HLK[,impv,Q,2,2,I
1_Samuel,17,37,456042,151629,HJH[,impf,Q,2,2,I
1_Samuel,17,38,456043,151632,LBC[,wayq,N,2,2,I
1_Samuel,17,38,456044,151638,NTN[,perf,N,2,2,I
1_Samuel,17,38,456045,151644,LBC[,wayq,N,2,2,I
1_Samuel,17,39,456046,151648,XGR[,wayq,N,2,2,I
1_Samuel,17,39,456047,151657,>LH=[,wayq,N,2,2,I
1_Samuel,17,39,456048,151659,HLK[,infc,N,2,2,D
1_Samuel,17,39,456049,151662,NSH[,perf,N,2,2,I
1_Samuel,17,39,456050,151664,>MR[,wayq,N,2,2,I
1_Samuel,17,39,456051,151669,JKL[,impf,Q,2,2,I
1_Samuel,17,39,456052,151671,HLK[,infc,Q,2,2,D
1_Samuel,17,39,456053,151676,NSH[,perf,Q,2,2,I
1_Samuel,17,39,456054,151678,SWR[,wayq,N,2,2,I
1_Samuel,17,40,456055,151683,LQX[,wayq,N,2,2,I
1_Samuel,17,40,456056,151688,BXR[,wayq,N,2,2,I
1_Samuel,17,40,456057,151697,FJM[,wayq,N,2,2,I
1_Samuel,17,40,456058,0,ø,ø,N,2,2,D
1_Samuel,17,40,456059,0,ø,ø,N,2,2,I
1_Samuel,17,40,456060,151714,NGC[,wayq,N,2,2,I
1_Samuel,17,41,456061,151719,HLK[,wayq,N,2,2,I
1_Samuel,17,41,456062,0,ø,ø,N,2,2,D
1_Samuel,17,41,456063,0,ø,ø,N,2,2,D
1_Samuel,17,41,456064,0,ø,ø,N,2,2,I
1_Samuel,17,41,456065,0,ø,ø,N,2,2,D
1_Samuel,17,42,456066,151736,NBV[,wayq,N,2,2,I
1_Samuel,17,42,456067,151740,R>H[,wayq,N,2,2,I
1_Samuel,17,42,456068,151744,BZH[,wayq,N,2,2,I
1_Samuel,17,42,456069,151746,HJH[,perf,N,2,2,I
1_Samuel,17,42,456070,0,ø,ø,N,2,2,D
1_Samuel,17,43,456071,151754,>MR[,wayq,N,2,2,I
1_Samuel,17,43,456072,0,ø,ø,Q,2,2,I
1_Samuel,17,43,456073,0,ø,ø,Q,2,2,I
1_Samuel,17,43,456074,151770,QLL[,wayq,N,2,2,I
1_Samuel,17,44,456075,151778,>MR[,wayq,N,2,2,I
1_Samuel,17,44,456076,151783,HLK[,impv,Q,2,2,I
1_Samuel,17,44,456077,151786,NTN[,impf,Q,2,2,I
1_Samuel,17,45,456078,151799,>MR[,wayq,N,2,2,I
1_Samuel,17,45,456079,0,ø,ø,Q,2,2,I
1_Samuel,17,45,456080,0,ø,ø,Q,2,2,I
1_Samuel,17,45,456081,151827,XRP[,perf,Q,2,2,D
1_Samuel,17,46,456082,151832,SGR[,impf,Q,1,2,I
1_Samuel,17,46,456083,151837,NKH[,weqt,Q,2,2,I
1_Samuel,17,46,456084,151839,SWR[,weqt,Q,2,2,I
1_Samuel,17,46,456085,151845,NTN[,weqt,Q,1,2,I
1_Samuel,17,46,456086,151863,JD<[,impf,Q,2,2,I
1_Samuel,17,46,456087,0,ø,ø,Q,2,2,D
1_Samuel,17,47,456088,151873,JD<[,impf,Q,2,2,I
1_Samuel,17,47,456089,151886,JC<[,impf,Q,2,2,D
1_Samuel,17,47,456090,0,ø,ø,Q,2,2,I
1_Samuel,17,47,456091,151894,NTN[,weqt,Q,2,2,I
1_Samuel,17,48,456092,151899,HJH[,perf,N,2,2,I
1_Samuel,17,48,456093,151901,QWM[,perf,N,2,2,I
1_Samuel,17,48,456094,151905,HLK[,wayq,N,2,2,I
1_Samuel,17,48,456095,151907,QRB[,wayq,N,2,2,I
1_Samuel,17,48,456096,151909,QR>=[,infc,N,2,2,D
1_Samuel,17,48,456097,151912,MHR[,wayq,N,2,2,I
1_Samuel,17,48,456098,151915,RWY[,wayq,N,2,2,I
1_Samuel,17,48,456099,151919,QR>=[,infc,N,2,2,D
1_Samuel,17,49,456100,151923,CLX[,wayq,N,2,2,I
1_Samuel,17,49,456101,151931,LQX[,wayq,N,2,2,I
1_Samuel,17,49,456102,151936,QL<[,wayq,N,2,2,I
1_Samuel,17,49,456103,151938,NKH[,wayq,N,2,2,I
1_Samuel,17,49,456104,151945,VB<[,wayq,N,2,2,I
1_Samuel,17,49,456105,151951,NPL[,wayq,N,2,2,I
1_Samuel,17,50,456106,151956,XZQ[,wayq,N,2,2,I
1_Samuel,17,50,456107,151969,NKH[,wayq,N,2,2,I
1_Samuel,17,50,456108,151974,MWT[,wayq,N,2,2,I
1_Samuel,17,50,456109,0,ø,ø,N,2,2,I
1_Samuel,17,51,456110,151982,RWY[,wayq,N,2,2,I
1_Samuel,17,51,456111,151985,<MD[,wayq,N,2,2,I
1_Samuel,17,51,456112,151990,LQX[,wayq,N,2,2,I
1_Samuel,17,51,456113,151994,CLP[,wayq,N,2,2,I
1_Samuel,17,51,456114,151998,MWT[,wayq,N,2,2,I
1_Samuel,17,51,456115,152000,KRT[,wayq,N,2,2,I
1_Samuel,17,51,456116,152005,R>H[,wayq,N,2,2,I
1_Samuel,17,51,456117,152009,MWT[,perf,N,2,2,D
1_Samuel,17,51,456118,152012,NWS[,wayq,N,2,2,I
1_Samuel,17,52,456119,152014,QWM[,wayq,N,2,2,I
1_Samuel,17,52,456120,152020,RW<[,wayq,N,2,2,I
1_Samuel,17,52,456121,152022,RDP[,wayq,N,2,2,I
1_Samuel,17,52,456122,152027,BW>[,infc,N,2,2,D
1_Samuel,17,52,456123,0,ø,ø,N,2,2,I
1_Samuel,17,52,456124,152034,NPL[,wayq,N,2,2,I
1_Samuel,17,52,456125,0,ø,ø,N,2,2,I
1_Samuel,17,53,456126,152047,CWB[,wayq,N,2,2,I
1_Samuel,17,53,456127,152051,DLQ[,infc,N,2,2,D
1_Samuel,17,53,456128,152055,CSS[,wayq,N,2,2,I
1_Samuel,17,54,456129,152059,LQX[,wayq,N,2,2,I
1_Samuel,17,54,456130,152066,BW>[,wayq,N,2,2,I
1_Samuel,17,54,456131,152071,FJM[,perf,N,2,2,I
1_Samuel,17,55,456132,152085,>MR[,perf,N,2,2,I
1_Samuel,17,55,456133,152076,R>H[,infc,N,2,2,D
1_Samuel,17,55,456134,0,ø,ø,N,2,2,D
1_Samuel,17,55,456135,152082,QR>=[,infc,N,2,2,D
1_Samuel,17,55,456136,0,ø,ø,Q,2,2,I
1_Samuel,17,55,456137,0,ø,ø,Q,2,2,I
1_Samuel,17,55,456138,152098,>MR[,wayq,N,2,2,I
1_Samuel,17,55,456139,0,ø,ø,Q,2,2,I
1_Samuel,17,55,456140,0,ø,ø,Q,2,2,I
1_Samuel,17,55,456141,152105,JD<[,perf,Q,2,2,I
1_Samuel,17,56,456142,152107,>MR[,wayq,N,2,2,I
1_Samuel,17,56,456143,152110,C>L[,impv,Q,2,2,I
1_Samuel,17,56,456144,0,ø,ø,Q,2,2,D
1_Samuel,17,57,456145,152119,CWB[,infc,N,2,2,I
1_Samuel,17,57,456146,152122,NKH[,infc,N,2,2,D
1_Samuel,17,57,456147,152127,LQX[,wayq,N,2,2,I
1_Samuel,17,57,456148,152131,BW>[,wayq,N,2,2,I
1_Samuel,17,57,456149,0,ø,ø,N,2,2,I
1_Samuel,17,58,456150,152142,>MR[,wayq,N,2,2,I
1_Samuel,17,58,456151,0,ø,ø,Q,2,2,I
1_Samuel,17,58,456152,0,ø,ø,Q,2,2,I
1_Samuel,17,58,456153,152151,>MR[,wayq,N,2,2,I
1_Samuel,17,58,456154,0,ø,ø,Q,2,2,I
1_Samuel,18,1,456155,152160,HJH[,wayq,N,2,2,I
1_Samuel,18,1,456156,152162,KLH[,infc,N,2,2,D
1_Samuel,18,1,456157,152164,DBR[,infc,N,2,2,D
1_Samuel,18,1,456158,152170,QCR[,perf,N,2,2,I
1_Samuel,18,1,456159,152175,>HB[,wayq,N,2,2,I
1_Samuel,18,2,456160,152180,LQX[,wayq,N,1,2,I
1_Samuel,18,2,456161,152189,NTN[,perf,N,2,2,I
1_Samuel,18,2,456162,152191,CWB[,infc,N,2,2,D
1_Samuel,18,3,456163,152195,KRT[,wayq,N,2,2,I
1_Samuel,18,4,456164,152206,PCV[,wayq,N,2,2,I
1_Samuel,18,4,456165,0,ø,ø,N,2,2,D
1_Samuel,18,4,456166,152214,NTN[,wayq,N,2,2,I
1_Samuel,18,4,456167,0,ø,ø,N,2,2,I
1_Samuel,18,5,456168,152229,JY>[,wayq,N,2,2,I
1_Samuel,18,5,456169,152236,FKL[,impf,D,2,2,I
1_Samuel,18,5,456170,152234,CLX[,impf,D,2,2,D
1_Samuel,18,5,456171,152238,FJM[,wayq,N,2,2,I
1_Samuel,18,5,456172,152245,JVB[,wayq,N,2,2,I
1_Samuel,18,6,456173,152258,HJH[,wayq,N,2,2,I
1_Samuel,18,6,456174,152260,BW>[,infc,N,2,2,D
1_Samuel,18,6,456175,152262,CWB[,infc,N,2,2,D
1_Samuel,18,6,456176,152265,NKH[,infc,N,2,2,D
1_Samuel,18,6,456177,152270,JY>[,wayq,N,2,2,I
1_Samuel,18,6,456178,152278,CJR[,infc,N,2,2,D
1_Samuel,18,6,456179,0,ø,ø,N,2,2,I
1_Samuel,18,6,456180,152283,QR>=[,infc,N,2,2,D
1_Samuel,18,7,456181,152295,<NH==[,wayq,N,2,2,I
1_Samuel,18,7,456182,152301,>MR[,wayq,N,2,2,I
1_Samuel,18,7,456183,152302,NKH[,perf,Q,2,2,I
1_Samuel,18,7,456184,0,ø,ø,Q,2,2,I
1_Samuel,18,8,456185,152311,XRH[,wayq,N,2,2,I
1_Samuel,18,8,456186,152316,R<<[,wayq,N,2,2,I
1_Samuel,18,8,456187,152324,>MR[,wayq,N,2,2,I
1_Samuel,18,8,456188,152325,NTN[,perf,Q,2,2,I
1_Samuel,18,8,456189,152331,NTN[,perf,Q,2,2,I
1_Samuel,18,8,456190,0,ø,ø,Q,2,2,I
1_Samuel,18,9,456191,152341,HJH[,wayq,N,1,2,I
1_Samuel,18,10,456192,152354,HJH[,wayq,N,1,2,I
1_Samuel,18,10,456193,152358,YLX[,wayq,N,2,2,I
1_Samuel,18,10,456194,152365,NB>[,wayq,N,2,2,I
1_Samuel,18,10,456195,0,ø,ø,N,1,2,I
1_Samuel,18,10,456196,0,ø,ø,N,2,2,I
1_Samuel,18,11,456197,152386,VWL[,wayq,N,2,2,I
1_Samuel,18,11,456198,152392,>MR[,wayq,N,2,2,I
1_Samuel,18,11,456199,152393,NKH[,impf,Q,2,2,I
1_Samuel,18,11,456200,152401,SBB[,wayq,N,2,2,I
1_Samuel,18,12,456201,152407,JR>[,wayq,N,2,2,I
1_Samuel,18,12,456202,152414,HJH[,perf,N,2,2,I
1_Samuel,18,12,456203,152421,SWR[,perf,N,2,2,I
1_Samuel,18,13,456204,152423,SWR[,wayq,N,2,2,I
1_Samuel,18,13,456205,152428,FJM[,wayq,N,2,2,I
1_Samuel,18,13,456206,152433,JY>[,wayq,N,2,2,I
1_Samuel,18,13,456207,152435,BW>[,wayq,N,2,2,I
1_Samuel,18,14,456208,152441,HJH[,wayq,N,2,2,I
1_Samuel,18,14,456209,0,ø,ø,N,2,2,I
1_Samuel,18,15,456210,152451,R>H[,wayq,N,2,2,I
1_Samuel,18,15,456211,0,ø,ø,N,2,2,D
1_Samuel,18,15,456212,152458,GWR==[,wayq,N,2,2,I
1_Samuel,18,16,456213,0,ø,ø,N,2,2,I
1_Samuel,18,16,456214,0,ø,ø,N,2,2,I
1_Samuel,18,16,456215,0,ø,ø,N,2,2,I
1_Samuel,18,17,456216,152477,>MR[,wayq,N,2,2,I
1_Samuel,18,17,456217,0,ø,ø,Q,2,2,I
1_Samuel,18,17,456218,152487,NTN[,impf,Q,2,2,I
1_Samuel,18,17,456219,152492,HJH[,impv,Q,2,2,I
1_Samuel,18,17,456220,152498,LXM[,impv,Q,2,2,I
1_Samuel,18,17,456221,152503,>MR[,perf,N,2,2,I
1_Samuel,18,17,456222,152505,HJH[,impf,Q,2,2,I
1_Samuel,18,17,456223,152509,HJH[,impf,Q,2,2,I
1_Samuel,18,18,456224,152514,>MR[,wayq,N,2,2,I
1_Samuel,18,18,456225,0,ø,ø,Q,2,2,I
1_Samuel,18,18,456226,0,ø,ø,Q,2,2,I
1_Samuel,18,18,456227,152528,HJH[,impf,Q,2,2,I
1_Samuel,18,19,456228,152534,HJH[,wayq,N,1,2,I
1_Samuel,18,19,456229,152537,NTN[,infc,N,2,2,D
1_Samuel,18,19,456230,152546,NTN[,perf,N,2,2,I
1_Samuel,18,20,456231,152554,>HB[,wayq,N,2,2,I
1_Samuel,18,20,456232,152561,NGD[,wayq,N,2,2,I
1_Samuel,18,20,456233,152565,JCR[,wayq,N,2,2,I
1_Samuel,18,21,456234,152571,>MR[,wayq,N,2,2,I
1_Samuel,18,21,456235,152573,NTN[,impf,Q,2,2,I
1_Samuel,18,21,456236,152576,HJH[,impf,Q,2,2,I
1_Samuel,18,21,456237,152581,HJH[,impf,Q,2,2,I
1_Samuel,18,21,456238,152586,>MR[,wayq,N,2,2,I
1_Samuel,18,21,456239,152592,XTN[,impf,Q,1,2,I
1_Samuel,18,22,456240,152597,YWH[,wayq,N,2,2,I
1_Samuel,18,22,456241,152601,DBR[,impv,Q,2,2,I
1_Samuel,18,22,456242,152608,>MR[,infc,Q,2,2,D
1_Samuel,18,22,456243,152610,XPY[,perf,Q,2,2,I
1_Samuel,18,22,456244,152617,>HB[,perf,Q,2,2,I
1_Samuel,18,22,456245,0,ø,ø,Q,1,2,I
1_Samuel,18,22,456246,152620,XTN[,impv,Q,2,2,I
1_Samuel,18,23,456247,152625,DBR[,wayq,N,2,2,I
1_Samuel,18,23,456248,152637,>MR[,wayq,N,2,2,I
1_Samuel,18,23,456249,0,ø,ø,Q,2,2,I
1_Samuel,18,23,456250,152643,XTN[,infc,Q,2,2,D
1_Samuel,18,23,456251,0,ø,ø,Q,2,2,I
1_Samuel,18,24,456252,152654,NGD[,wayq,N,2,2,I
1_Samuel,18,24,456253,152659,>MR[,infc,N,2,2,D
1_Samuel,18,24,456254,152665,DBR[,perf,Q,2,2,I
1_Samuel,18,25,456255,152668,>MR[,wayq,N,2,2,I
1_Samuel,18,25,456256,152671,>MR[,impf,Q,2,2,I
1_Samuel,18,25,456257,0,ø,ø,Q,2,2,I
1_Samuel,18,25,456258,0,ø,ø,Q,2,2,I
1_Samuel,18,25,456259,152687,NQM[,infc,Q,2,2,D
1_Samuel,18,25,456260,152694,XCB[,perf,N,2,2,I
1_Samuel,18,25,456261,152696,NPL[,infc,N,2,2,D
1_Samuel,18,26,456262,152703,NGD[,wayq,N,2,2,I
1_Samuel,18,26,456263,152713,JCR[,wayq,N,2,2,I
1_Samuel,18,26,456264,152720,XTN[,infc,N,2,2,D
1_Samuel,18,26,456265,152726,ML>[,perf,N,2,2,I
1_Samuel,18,27,456266,152730,QWM[,wayq,N,2,2,I
1_Samuel,18,27,456267,152733,HLK[,wayq,N,2,2,I
1_Samuel,18,27,456268,152738,NKH[,wayq,N,2,2,I
1_Samuel,18,27,456269,152745,BW>[,wayq,N,2,2,I
1_Samuel,18,27,456270,152750,ML>[,wayq,N,2,2,I
1_Samuel,18,27,456271,152755,XTN[,infc,N,2,2,D
1_Samuel,18,27,456272,152760,NTN[,wayq,N,2,2,I
1_Samuel,18,28,456273,152769,R>H[,wayq,N,2,2,I
1_Samuel,18,28,456274,152772,JD<[,wayq,N,2,2,I
1_Samuel,18,28,456275,0,ø,ø,N,2,2,D
1_Samuel,18,28,456276,152781,>HB[,perf,N,2,2,I
1_Samuel,18,29,456277,152783,JSP[,wayq,N,2,2,I
1_Samuel,18,29,456278,152786,JR>[,infc,N,2,2,D
1_Samuel,18,29,456279,152792,HJH[,wayq,N,1,2,I
1_Samuel,18,30,456280,152801,JY>[,wayq,N,2,2,I
1_Samuel,18,30,456281,152805,HJH[,wayq,N,2,2,I
1_Samuel,18,30,456282,152808,JY>[,infc,N,2,2,D
1_Samuel,18,30,456283,152809,FKL[,perf,N,2,2,I
1_Samuel,18,30,456284,152816,JQR[,wayq,N,2,2,I
1_Samuel,19,1,456285,152820,DBR[,wayq,N,2,2,I
1_Samuel,19,1,456286,152830,MWT[,infc,N,2,2,D
1_Samuel,19,1,456287,152837,XPY[,perf,N,2,2,I
1_Samuel,19,2,456288,152842,NGD[,wayq,N,2,2,I
1_Samuel,19,2,456289,152847,>MR[,infc,N,2,2,D
1_Samuel,19,2,456290,0,ø,ø,Q,2,2,I
1_Samuel,19,2,456291,152852,MWT[,infc,Q,2,2,D
1_Samuel,19,2,456292,0,ø,ø,Q,1,2,I
1_Samuel,19,2,456293,152855,CMR[,impv,Q,1,2,I
1_Samuel,19,2,456294,152861,JCB[,weqt,Q,2,2,I
1_Samuel,19,2,456295,152866,XB>[,weqt,Q,2,2,I
1_Samuel,19,3,456296,152869,JY>[,impf,Q,2,2,I
1_Samuel,19,3,456297,152871,<MD[,weqt,Q,2,2,I
1_Samuel,19,3,456298,0,ø,ø,Q,2,2,D
1_Samuel,19,3,456299,152883,DBR[,impf,Q,2,2,I
1_Samuel,19,3,456300,152888,R>H[,weqt,Q,2,2,I
1_Samuel,19,3,456301,152891,NGD[,weqt,Q,2,2,I
1_Samuel,19,4,456302,152894,DBR[,wayq,N,2,2,I
1_Samuel,19,4,456303,152903,>MR[,wayq,N,2,2,I
1_Samuel,19,4,456304,152906,XV>[,impf,Q,2,2,I
1_Samuel,19,4,456305,152915,XV>[,perf,Q,2,2,I
1_Samuel,19,4,456306,0,ø,ø,Q,2,2,I
1_Samuel,19,5,456307,152924,FJM[,wayq,N,2,2,I
1_Samuel,19,5,456308,152930,NKH[,wayq,N,2,2,I
1_Samuel,19,5,456309,152935,<FH[,wayq,N,2,2,I
1_Samuel,19,5,456310,152942,R>H[,perf,Q,2,2,I
1_Samuel,19,5,456311,152944,FMX[,wayq,N,2,2,I
1_Samuel,19,5,456312,152947,XV>[,impf,Q,2,2,I
1_Samuel,19,5,456313,152952,MWT[,infc,Q,2,2,D
1_Samuel,19,6,456314,152957,CM<[,wayq,N,2,2,I
1_Samuel,19,6,456315,152963,CB<[,wayq,N,2,2,I
1_Samuel,19,6,456316,0,ø,ø,Q,2,2,I
1_Samuel,19,6,456317,152968,MWT[,impf,Q,2,2,I
1_Samuel,19,7,456318,152970,QR>[,wayq,N,2,2,I
1_Samuel,19,7,456319,152975,NGD[,wayq,N,2,2,I
1_Samuel,19,7,456320,152985,BW>[,wayq,N,2,2,I
1_Samuel,19,7,456321,152992,HJH[,wayq,N,1,2,I
1_Samuel,19,8,456322,152999,JSP[,wayq,N,2,2,I
1_Samuel,19,8,456323,153003,HJH[,infc,N,2,2,D
1_Samuel,19,8,456324,153005,JY>[,wayq,N,2,2,I
1_Samuel,19,8,456325,153008,LXM[,wayq,N,2,2,I
1_Samuel,19,8,456326,153013,NKH[,wayq,N,2,2,I
1_Samuel,19,8,456327,153018,NWS[,wayq,N,2,2,I
1_Samuel,19,9,456328,153022,HJH[,wayq,N,2,2,I
1_Samuel,19,9,456329,0,ø,ø,N,2,2,I
1_Samuel,19,9,456330,0,ø,ø,N,2,2,I
1_Samuel,19,9,456331,0,ø,ø,N,2,2,I
1_Samuel,19,10,456332,153043,BQC[,wayq,N,2,2,I
1_Samuel,19,10,456333,153046,NKH[,infc,N,2,2,D
1_Samuel,19,10,456334,153057,PVR[,wayq,N,2,2,I
1_Samuel,19,10,456335,153062,NKH[,wayq,N,2,2,I
1_Samuel,19,10,456336,153071,NWS[,perf,N,2,2,I
1_Samuel,19,10,456337,153073,MLV[,wayq,N,1,2,I
1_Samuel,19,11,456338,153079,CLX[,wayq,N,2,2,I
1_Samuel,19,11,456339,153086,CMR[,infc,N,2,2,D
1_Samuel,19,11,456340,153089,MWT[,infc,N,1,2,D
1_Samuel,19,11,456341,153094,NGD[,wayq,N,2,2,I
1_Samuel,19,11,456342,153100,>MR[,infc,N,2,2,D
1_Samuel,19,11,456343,0,ø,ø,Q,1,2,I
1_Samuel,19,11,456344,0,ø,ø,Q,1,2,I
1_Samuel,19,12,456345,153112,JRD[,wayq,N,2,2,I
1_Samuel,19,12,456346,153120,HLK[,wayq,N,2,2,I
1_Samuel,19,12,456347,153122,BRX[,wayq,N,2,2,I
1_Samuel,19,12,456348,153124,MLV[,wayq,N,2,2,I
1_Samuel,19,13,456349,153126,LQX[,wayq,N,2,2,I
1_Samuel,19,13,456350,153132,FJM[,wayq,N,2,2,I
1_Samuel,19,13,456351,153141,FJM[,perf,N,2,2,I
1_Samuel,19,13,456352,153144,KSH[,wayq,N,2,2,I
1_Samuel,19,14,456353,153149,CLX[,wayq,N,2,2,I
1_Samuel,19,14,456354,153153,LQX[,infc,N,2,2,D
1_Samuel,19,14,456355,153157,>MR[,wayq,N,2,2,I
1_Samuel,19,14,456356,0,ø,ø,Q,2,2,I
1_Samuel,19,15,456357,153161,CLX[,wayq,N,2,2,I
1_Samuel,19,15,456358,153167,R>H[,infc,N,2,2,D
1_Samuel,19,15,456359,153171,>MR[,infc,N,2,2,D
1_Samuel,19,15,456360,153172,<LH[,impv,Q,2,2,I
1_Samuel,19,15,456361,153179,MWT[,infc,Q,2,2,D
1_Samuel,19,16,456362,153181,BW>[,wayq,N,2,2,I
1_Samuel,19,16,456363,0,ø,ø,N,2,2,I
1_Samuel,19,16,456364,0,ø,ø,N,2,2,I
1_Samuel,19,16,456365,0,ø,ø,N,2,2,I
1_Samuel,19,17,456366,153197,>MR[,wayq,N,2,2,I
1_Samuel,19,17,456367,153203,RMH=[,perf,Q,2,2,I
1_Samuel,19,17,456368,153205,CLX[,wayq,N,2,2,I
1_Samuel,19,17,456369,153209,MLV[,wayq,N,2,2,I
1_Samuel,19,17,456370,153211,>MR[,wayq,N,2,2,I
1_Samuel,19,17,456371,153216,>MR[,perf,Q,2,2,I
1_Samuel,19,17,456372,153218,CLX[,impv,Q,2,2,I
1_Samuel,19,17,456373,153220,MWT[,impf,Q,2,2,I
1_Samuel,19,18,456374,153223,BRX[,perf,N,2,2,I
1_Samuel,19,18,456375,153225,MLV[,wayq,N,2,2,I
1_Samuel,19,18,456376,153227,BW>[,wayq,N,2,2,I
1_Samuel,19,18,456377,153233,NGD[,wayq,N,2,2,I
1_Samuel,19,18,456378,153238,<FH[,perf,N,2,2,D
1_Samuel,19,18,456379,153242,HLK[,wayq,N,2,2,I
