book,chapter,verse,clause.n,verb.n,lexeme,tense,domain,has.timex,position.at.cl,cl.dependency
Genesis,5,8,427999,2241,MWT[,wayq,N,2,2,I
Genesis,5,9,428000,2243,XJH[,wayq,N,1,2,I
Genesis,5,9,428001,2248,JLD[,wayq,N,2,2,I
Genesis,5,10,428002,2252,XJH[,wayq,N,1,2,I
Genesis,5,10,428003,2255,JLD[,infc,N,2,2,D
Genesis,5,10,428004,2266,JLD[,wayq,N,2,2,I
Genesis,5,11,428005,2271,HJH[,wayq,N,2,2,I
Genesis,5,11,428006,2282,MWT[,wayq,N,2,2,I
Genesis,5,12,428007,2284,XJH[,wayq,N,1,2,I
Genesis,5,12,428008,2289,JLD[,wayq,N,2,2,I
Genesis,5,13,428009,2293,XJH[,wayq,N,1,2,I
Genesis,5,13,428010,2296,JLD[,infc,N,2,2,D
Genesis,5,13,428011,2306,JLD[,wayq,N,2,2,I
Genesis,5,14,428012,2311,HJH[,wayq,N,2,2,I
Genesis,5,14,428013,2322,MWT[,wayq,N,2,2,I
Genesis,5,15,428014,2324,XJH[,wayq,N,1,2,I
Genesis,5,15,428015,2332,JLD[,wayq,N,2,2,I
Genesis,5,16,428016,2336,XJH[,wayq,N,1,2,I
Genesis,5,16,428017,2339,JLD[,infc,N,2,2,D
Genesis,5,16,428018,2349,JLD[,wayq,N,2,2,I
Genesis,5,17,428019,2354,HJH[,wayq,N,2,2,I
Genesis,5,17,428020,2367,MWT[,wayq,N,2,2,I
Genesis,5,18,428021,2369,XJH[,wayq,N,1,2,I
Genesis,5,18,428022,2379,JLD[,wayq,N,2,2,I
Genesis,5,19,428023,2383,XJH[,wayq,N,1,2,I
Genesis,5,19,428024,2386,JLD[,infc,N,2,2,D
Genesis,5,19,428025,2393,JLD[,wayq,N,2,2,I
Genesis,5,20,428026,2398,HJH[,wayq,N,2,2,I
Genesis,5,20,428027,2411,MWT[,wayq,N,2,2,I
Genesis,5,21,428028,2413,XJH[,wayq,N,1,2,I
Genesis,5,21,428029,2420,JLD[,wayq,N,2,2,I
Genesis,5,22,428030,2424,HLK[,wayq,N,1,2,I
Genesis,5,22,428031,2430,JLD[,infc,N,2,2,D
Genesis,5,22,428032,2437,JLD[,wayq,N,2,2,I
Genesis,5,23,428033,2442,HJH[,wayq,N,2,2,I
Genesis,5,24,428034,2455,HLK[,wayq,N,2,2,I
Genesis,5,24,428035,0,ø,ø,N,2,2,I
Genesis,5,24,428036,2463,LQX[,perf,N,2,2,I
Genesis,5,25,428037,2467,XJH[,wayq,N,1,2,I
Genesis,5,25,428038,2477,JLD[,wayq,N,2,2,I
Genesis,5,26,428039,2481,XJH[,wayq,N,1,2,I
Genesis,5,26,428040,2484,JLD[,infc,N,2,2,D
Genesis,5,26,428041,2496,JLD[,wayq,N,2,2,I
Genesis,5,27,428042,2501,HJH[,wayq,N,2,2,I
Genesis,5,27,428043,2514,MWT[,wayq,N,2,2,I
Genesis,5,28,428044,2516,XJH[,wayq,N,1,2,I
Genesis,5,28,428045,2526,JLD[,wayq,N,2,2,I
Genesis,5,29,428046,2529,QR>[,wayq,N,2,2,I
Genesis,5,29,428047,2534,>MR[,infc,N,2,2,D
Genesis,5,29,428048,2536,NXM[,impf,Q,2,2,I
Genesis,5,29,428049,2547,>RR[,perf,Q,2,2,D
Genesis,5,30,428050,2550,XJH[,wayq,N,1,2,I
Genesis,5,30,428051,2553,JLD[,infc,N,2,2,D
Genesis,5,30,428052,2565,JLD[,wayq,N,2,2,I
Genesis,5,31,428053,2570,HJH[,wayq,N,2,2,I
Genesis,5,31,428054,2583,MWT[,wayq,N,2,2,I
Genesis,5,32,428055,2585,HJH[,wayq,N,2,2,I
Genesis,5,32,428056,2592,JLD[,wayq,N,2,2,I
Genesis,6,1,428057,2602,HJH[,wayq,N,2,2,I
Genesis,6,1,428058,2604,XLL[,perf,N,2,2,I
Genesis,6,1,428059,2608,RBB[,infc,N,2,2,D
Genesis,6,1,428060,2615,JLD[,perf,N,2,2,I
Genesis,6,2,428061,2618,R>H[,wayq,N,2,2,I
Genesis,6,2,428062,0,ø,ø,N,2,2,D
Genesis,6,2,428063,2630,LQX[,wayq,N,2,2,I
Genesis,6,2,428064,2636,BXR[,perf,N,2,2,D
Genesis,6,3,428065,2638,>MR[,wayq,N,2,2,I
Genesis,6,3,428066,2641,DWN[,impf,Q,1,2,I
Genesis,6,3,428067,0,ø,ø,Q,2,2,D
Genesis,6,3,428068,2654,HJH[,weqt,Q,2,2,I
Genesis,6,4,428069,2662,HJH[,perf,N,1,2,I
Genesis,6,4,428070,0,ø,ø,N,1,2,I
Genesis,6,4,428071,2676,BW>[,impf,D,2,2,D
Genesis,6,4,428072,2685,JLD[,weqt,D,2,2,I
Genesis,6,4,428073,0,ø,ø,N,2,2,I
Genesis,6,4,428074,0,ø,ø,N,2,2,D
Genesis,6,4,428075,0,ø,ø,N,2,2,D
Genesis,6,5,428076,2697,R>H[,wayq,N,2,2,I
Genesis,6,5,428077,0,ø,ø,N,2,2,D
Genesis,6,5,428078,0,ø,ø,N,1,2,D
Genesis,6,6,428079,2718,NXM[,wayq,N,2,2,I
Genesis,6,6,428080,2721,<FH[,perf,N,2,2,I
Genesis,6,6,428081,2729,<YB[,wayq,N,2,2,I
Genesis,6,7,428082,2733,>MR[,wayq,N,2,2,I
Genesis,6,7,428083,2735,MXH[,impf,Q,2,2,I
Genesis,6,7,428084,2740,BR>[,perf,Q,2,2,D
Genesis,6,7,428085,2758,NXM[,perf,Q,2,2,I
Genesis,6,7,428086,2760,<FH[,perf,Q,2,2,I
Genesis,6,8,428087,2763,MY>[,perf,N,2,2,I
Genesis,6,9,428088,0,ø,ø,N,2,2,I
Genesis,6,9,428089,2775,HJH[,perf,N,2,2,I
Genesis,6,9,428090,2781,HLK[,perf,N,2,2,I
Genesis,6,10,428091,2784,JLD[,wayq,N,2,2,I
Genesis,6,11,428092,2796,CXT[,wayq,N,2,2,I
Genesis,6,11,428093,2804,ML>[,wayq,N,2,2,I
Genesis,6,12,428094,2809,R>H[,wayq,N,2,2,I
Genesis,6,12,428095,2816,CXT[,perf,N,2,2,I
Genesis,6,12,428096,2818,CXT[,perf,N,2,2,I
Genesis,6,13,428097,2827,>MR[,wayq,N,2,2,I
Genesis,6,13,428098,2834,BW>[,perf,Q,2,2,I
Genesis,6,13,428099,2838,ML>[,perf,Q,2,2,I
Genesis,6,13,428100,2846,CXT[,ptca,Q,2,2,I
Genesis,6,14,428101,2850,<FH[,impv,Q,2,2,I
Genesis,6,14,428102,2856,<FH[,impf,Q,2,2,I
Genesis,6,14,428103,2861,KPR[,weqt,Q,2,2,I
Genesis,6,15,428104,0,ø,ø,Q,2,2,I
Genesis,6,15,428105,2874,<FH[,impf,Q,2,2,D
Genesis,6,15,428106,0,ø,ø,Q,2,2,I
Genesis,6,15,428107,0,ø,ø,Q,2,2,I
Genesis,6,15,428108,0,ø,ø,Q,2,2,I
Genesis,6,16,428109,2890,<FH[,impf,Q,2,2,I
Genesis,6,16,428110,2897,KLH[,impf,Q,2,2,I
Genesis,6,16,428111,2907,FJM[,impf,Q,2,2,I
Genesis,6,16,428112,2912,<FH[,impf,Q,2,2,I
Genesis,6,17,428113,0,ø,ø,Q,2,2,I
Genesis,6,17,428114,0,ø,ø,Q,2,2,D
Genesis,6,17,428115,2925,CXT[,infc,Q,2,2,D
Genesis,6,17,428116,0,ø,ø,Q,2,2,D
Genesis,6,17,428117,2941,GW<[,impf,Q,2,2,I
Genesis,6,17,428118,0,ø,ø,Q,2,2,D
Genesis,6,18,428119,2943,QWM[,weqt,Q,2,2,I
Genesis,6,18,428120,2948,BW>[,weqt,Q,2,2,I
Genesis,6,19,428121,0,ø,ø,Q,2,2,I
Genesis,6,19,428122,2972,BW>[,impf,Q,2,2,D
Genesis,6,19,428123,2977,XJH[,infc,Q,2,2,D
Genesis,6,19,428124,2982,HJH[,impf,Q,2,2,D
Genesis,6,20,428125,0,ø,ø,Q,2,2,I
Genesis,6,20,428126,3004,BW>[,impf,Q,2,2,D
Genesis,6,20,428127,3007,XJH[,infc,Q,2,2,D
Genesis,6,21,428128,3010,LQX[,impv,Q,2,2,I
Genesis,6,21,428129,3016,>KL[,impf,Q,2,2,D
Genesis,6,21,428130,3018,>SP[,weqt,Q,2,2,D
