book,chapter,verse,clause.n,phrase.n,phrase.trans,preps,num.preps,subs,num.subs,quants,num.quants,advbs,num.advbs,pdp.pattern,domain,verb.lex,verb.tense,position.at.vb,position.at.cl,cl.dependency
Leviticus,19,13,439860,688915,<D BQR,<D,1,BQR=/,1,ø,0,ø,0,prep-subs,Q,LJN[,impf,2,5,I
Leviticus,19,23,439900,689048,CLC CNH,ø,0,CLC/,1,CLC/,1,ø,0,subs-subs,Q,HJH[,impf,2,1,I
Leviticus,19,24,439902,689055,B H CNH H RBJ<J,B,1,CNH/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,HJH[,impf,2,2,I
Leviticus,19,25,439904,689062,B H CNH H XMJCJ,B,1,CNH/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,>KL[,impf,2,2,I
Leviticus,22,6,440176,689854,<D H <RB,<D,1,<RB/,1,ø,0,ø,0,prep-art-subs,Q,VM>[,weqt,2,3,D
Leviticus,22,7,440181,689869,>XR,ø,0,ø,0,ø,0,>XR/,1,advb,Q,>KL[,impf,2,2,I
Leviticus,22,27,440250,690083,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,HJH[,weqt,2,3,D
Leviticus,22,27,440251,690086,MN JWM H CMJNJ W HL>H,MN,1,JWM/,1,ø,0,HL>H,1,prep-subs-art-subs-conj-advb,Q,RYH[,impf,2,2,I
Leviticus,22,28,440253,690095,B JWM >XD,B,1,JWM/,1,>XD/,1,ø,0,prep-subs-subs,Q,CXV[,impf,2,4,D
Leviticus,22,30,440256,690103,B H JWM H HW>,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-prde,Q,>KL[,impf,2,1,I
Leviticus,22,30,440257,690108,<D BQR,<D,1,BQR=/,1,ø,0,ø,0,prep-subs,Q,JTR[,impf,2,4,I
Leviticus,23,3,440277,690156,CC JWM,ø,0,CC/,1,CC/,1,ø,0,subs-subs,Q,<FH[,impf,2,1,I
Leviticus,23,6,440285,690180,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,>KL[,impf,2,1,I
Leviticus,23,7,440286,690183,B H JWM H R>CWN,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,HJH[,impf,2,1,I
Leviticus,23,8,440288,690194,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,QRB[,weqt,2,5,I
Leviticus,23,11,440300,690229,MN MXRT H CBT,MN,1,MXRT/,1,ø,0,ø,0,prep-subs-art-subs,Q,NWP[,impf,2,1,I
Leviticus,23,12,440301,690234,B JWM,B,1,JWM/,1,ø,0,ø,0,prep-subs,Q,<FH[,weqt,2,3,I
Leviticus,23,14,440307,690253,<D <YM H JWM H ZH,<D,1,<YM/,1,ø,0,ø,0,prep-subs-art-subs-art-prde,Q,>KL[,impf,2,5,I
Leviticus,23,16,440313,690267,<D MN MXRT H CBT H CBJ<J,<D|MN,2,MXRT/,1,ø,0,ø,0,prep-prep-subs-art-subs-art-adjv,Q,SPR[,impf,2,1,I
Leviticus,23,21,440326,690315,B <YM H JWM H ZH,B,1,<YM/,1,ø,0,ø,0,prep-subs-art-subs-art-prde,Q,QR>[,weqt,2,3,I
Leviticus,23,27,440345,690365,>K B H <FWR L H XDC H CBJ<J H ZH,B|L,2,<FWR/,1,ø,0,>K,1,advb-prep-art-subs-prep-art-subs-art-adjv-art-prde,Q,ø,ø,2,1,I
Leviticus,23,28,440349,690382,B <YM H JWM H ZH,B,1,<YM/,1,ø,0,ø,0,prep-subs-art-subs-art-prde,Q,<FH[,impf,2,5,I
Leviticus,23,29,440353,690394,B <YM H JWM H ZH,B,1,<YM/,1,ø,0,ø,0,prep-subs-art-subs-art-prde,Q,<NH=[,impf,2,4,D
Leviticus,23,30,440356,690403,B <YM H JWM H ZH,B,1,<YM/,1,ø,0,ø,0,prep-subs-art-subs-art-prde,Q,<FH[,impf,2,4,D
Leviticus,23,32,440362,690419,B TC< L H XDC B H <RB MN <RB <D <RB,B|L|B|MN|<D,5,TC</,1,TC</,1,ø,0,prep-subs-prep-art-subs-prep-art-subs-prep-subs-prep-subs,Q,CBT[,impf,2,1,I
Leviticus,23,34,440367,690432,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,ø,ø,2,3,I
Leviticus,23,36,440370,690438,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,QRB[,impf,2,1,I
Leviticus,23,36,440371,690442,B H JWM H CMJNJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,HJH[,impf,2,1,I
Leviticus,23,40,440384,690483,B H JWM H R>CWN,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,LQX[,weqt,2,4,I
Leviticus,23,40,440385,690488,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,FMX[,weqt,2,4,I
Leviticus,23,41,440386,690493,CB< JWM B H CNH,B,1,CB</,1,CB</,1,ø,0,subs-subs-prep-art-subs,Q,XGG[,weqt,2,5,I
Leviticus,23,41,440388,690496,B H XDC H CBJ<J,B,1,XDC=/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,XGG[,impf,2,1,I
Leviticus,23,42,440389,690501,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,JCB[,impf,2,3,I
Leviticus,24,3,440401,690540,MN <RB <D BQR,MN|<D,2,<RB/,1,ø,0,ø,0,prep-subs-prep-subs,Q,<RK[,impf,2,5,I
Leviticus,24,8,440412,690577,B JWM H CBT B JWM H CBT,B|B,2,JWM/,1,ø,0,ø,0,prep-subs-art-subs-prep-subs-art-subs,Q,<RK[,impf,2,1,I
Leviticus,25,3,440476,690761,CC CNH,ø,0,CC/,1,CC/,1,ø,0,subs-subs,Q,ZR<[,impf,2,1,I
Leviticus,25,3,440477,690765,CC CNH,ø,0,CC/,1,CC/,1,ø,0,subs-subs,Q,ZMR=[,impf,2,2,I
Leviticus,25,4,440479,690772,B H CNH H CBJ<J,B,1,CNH/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,HJH[,impf,2,2,I
Leviticus,25,9,440492,690821,B H XDC H CBJ<J B H <FWR L H XDC,B|B|L,3,XDC=/,1,ø,0,ø,0,prep-art-subs-art-adjv-prep-art-subs-prep-art-subs,Q,<BR[,weqt,2,4,I
Leviticus,25,9,440493,690822,B JWM H KPRJM,B,1,JWM/,1,ø,0,ø,0,prep-subs-art-subs,Q,<BR[,impf,2,1,I
Leviticus,25,13,440509,690871,B CNH H JWBL H Z>T,B,1,CNH/,1,ø,0,ø,0,prep-subs-art-subs-art-prde,Q,CWB[,impf,2,1,I
Leviticus,25,20,440532,690945,B H CNH H CBJ<J,B,1,CNH/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,>KL[,impf,2,3,I
Leviticus,25,21,440535,690957,B H CNH H CCJ,B,1,CNH/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,YWH[,weqt,2,5,I
Leviticus,25,22,440538,690969,<D H CNH H TCJ<J,<D,1,CNH/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,>KL[,weqt,2,5,I
Leviticus,25,28,440560,691047,<D CNH H JWBL,<D,1,CNH/,1,ø,0,ø,0,prep-subs-art-subs,Q,HJH[,weqt,2,5,I
Leviticus,25,29,440568,691064,JWM,ø,0,JWM/,1,ø,0,ø,0,subs,Q,HJH[,impf,2,1,I
Leviticus,25,40,440606,691192,<D CNH H JWBL,<D,1,CNH/,1,ø,0,ø,0,prep-subs-art-subs,Q,<BD[,impf,2,1,I
Leviticus,25,46,440628,691257,L <WLM,L,1,<WLM/,1,ø,0,ø,0,prep-subs,Q,JRC[,infc,2,3,D
Leviticus,25,50,440642,691301,<D CNH H JWBL,<D,1,CNH/,1,ø,0,ø,0,prep-subs-art-subs,Q,XCB[,weqt,2,4,I
Leviticus,25,52,440648,691320,B H CNH <D CNH H JWBL,B|<D,2,CNH/,1,ø,0,ø,0,prep-art-subs-prep-subs-art-subs,Q,C>R[,perf,2,5,I
Leviticus,26,4,440670,691393,B <T,B,1,<T/,1,ø,0,ø,0,prep-subs,Q,NTN[,weqt,2,4,I
Leviticus,26,18,440721,691576,<D >LH,<D,1,ø,0,ø,0,ø,0,prep-prde,Q,CM<[,impf,2,3,I
Leviticus,26,34,440776,691783,>Z,ø,0,ø,0,ø,0,>Z,1,advb,Q,CBT[,impf,2,1,I
Leviticus,26,35,440778,691789,KL JWM,ø,0,KL/,1,ø,0,ø,0,subs-subs,Q,CBT[,impf,2,1,I
Leviticus,26,41,440802,691872,>Z,ø,0,ø,0,ø,0,>Z,1,advb,Q,KN<[,impf,2,2,I
Leviticus,26,41,440803,691876,>Z,ø,0,ø,0,ø,0,>Z,1,advb,Q,RYH=[,impf,2,2,I
Leviticus,27,17,440882,692140,MN CNH H JWBL,MN,1,CNH/,1,ø,0,ø,0,prep-subs-art-subs,Q,QDC[,impf,2,2,I
Leviticus,27,18,440884,692147,>XR H JWBL,>XR/,1,JWBL/,1,ø,0,ø,0,prep-art-subs,Q,QDC[,impf,2,3,I
Leviticus,27,18,440886,692158,<D CNH H JWBL,<D,1,CNH/,1,ø,0,ø,0,prep-subs-art-subs,Q,ø,ø,2,3,D
Leviticus,27,23,440901,692216,B H JWM H HW>,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-prde,Q,NTN[,weqt,2,4,I
Leviticus,27,24,440903,692218,B CNH H JWBL,B,1,CNH/,1,ø,0,ø,0,prep-subs-art-subs,Q,CWB[,impf,2,1,I
Numbers,1,1,440944,692343,B >XD L H XDC H CNJ B H CNH H CNJ,B|L|B,3,>XD/,1,>XD/,1,ø,0,prep-subs-prep-art-subs-art-adjv-prep-art-subs-art-adjv,N,DBR[,wayq,2,7,I
Numbers,1,18,440973,692409,B >XD L H XDC H CNJ,B|L,2,>XD/,1,>XD/,1,ø,0,prep-subs-prep-art-subs-art-adjv,N,QHL[,perf,2,4,I
Numbers,2,31,441100,692723,L H >XRWN,L,1,>XRWN/,1,ø,0,ø,0,prep-art-subs,Q,NS<[,impf,2,1,I
Numbers,3,1,441110,692759,B JWM,B,1,JWM/,1,ø,0,ø,0,prep-subs,?,ø,ø,2,4,I
Numbers,3,13,441143,692856,B JWM,B,1,JWM/,1,ø,0,ø,0,prep-subs,Q,QDC[,perf,2,1,I
Numbers,4,15,441267,693216,>XR KN,>XR/,1,ø,0,ø,0,KN,1,prep-advb,Q,BW>[,impf,2,2,I
Numbers,5,26,441453,693784,>XR,ø,0,ø,0,ø,0,>XR/,1,advb,Q,CQH[,impf,2,2,I
Numbers,6,4,441488,693892,KL JWM NZR,ø,0,KL/,1,ø,0,ø,0,subs-subs-subs,Q,>KL[,impf,2,1,I
Numbers,6,5,441490,693900,KL JWM NDR NZR,ø,0,KL/,1,ø,0,ø,0,subs-subs-subs-subs,Q,<BR[,impf,2,1,I
Numbers,6,6,441495,693914,KL JWM,ø,0,KL/,1,ø,0,ø,0,subs-subs,Q,BW>[,impf,2,1,I
Numbers,6,8,441500,693928,KL JWM NZR,ø,0,KL/,1,ø,0,ø,0,subs-subs-subs,Q,ø,ø,2,1,I
Numbers,6,9,441503,693945,B JWM VHRH,B,1,JWM/,1,ø,0,ø,0,prep-subs-subs,Q,GLX[,weqt,2,4,I
Numbers,6,9,441504,693946,B H JWM H CBJ<J,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,GLX[,impf,2,1,I
Numbers,6,10,441505,693949,B H JWM H CMJNJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,BW>[,impf,2,2,I
Numbers,6,11,441510,693971,B H JWM H HW>,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-prde,Q,QDC[,weqt,2,4,I
Numbers,6,13,441516,693989,B JWM,B,1,JWM/,1,ø,0,ø,0,prep-subs,Q,BW>[,impf,2,1,I
Numbers,6,20,441543,694074,>XR,ø,0,ø,0,ø,0,>XR/,1,advb,Q,CTH[,impf,2,2,I
Numbers,7,1,441563,694134,B JWM,B,1,JWM/,1,ø,0,ø,0,prep-subs,N,HJH[,wayq,2,3,I
Numbers,7,10,441592,694218,B JWM,B,1,JWM/,1,ø,0,ø,0,prep-subs,N,QRB[,wayq,2,5,I
Numbers,7,12,441598,694238,B H JWM H R>CWN,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,ø,ø,2,3,D
Numbers,7,18,441610,694264,B H JWM H CNJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,QRB[,perf,2,1,I
Numbers,7,24,441621,694290,B H JWM H CLJCJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,ø,ø,2,1,I
Numbers,7,30,441632,694314,B H JWM H RBJ<J,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,ø,ø,2,1,I
Numbers,7,36,441643,694338,B H JWM H XMJCJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,ø,ø,2,1,I
Numbers,7,42,441654,694362,B H JWM H CCJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,ø,ø,2,1,I
Numbers,7,48,441665,694386,B H JWM H CBJ<J,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,ø,ø,2,1,I
Numbers,7,54,441676,694410,B H JWM H CMJNJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,ø,ø,2,1,I
Numbers,7,60,441687,694434,B H JWM H TCJ<J,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,ø,ø,2,1,I
Numbers,7,66,441698,694458,B H JWM H <FJRJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,ø,ø,2,1,I
Numbers,7,72,441709,694482,B JWM <CTJ <FR JWM,B,1,JWM/,1,<CTJ/|<FR/,2,ø,0,prep-subs-subs-subs-subs,N,ø,ø,2,1,I
Numbers,7,78,441720,694506,B JWM CNJM <FR JWM,B,1,JWM/,1,CNJM/|<FR/,2,ø,0,prep-subs-subs-subs-subs,N,ø,ø,2,1,I
Numbers,7,84,441731,694532,B JWM,B,1,JWM/,1,ø,0,ø,0,prep-subs,N,ø,ø,2,3,I
Numbers,8,15,441795,694725,>XR KN,>XR/,1,ø,0,ø,0,KN,1,prep-advb,Q,BW>[,impf,2,2,I
Numbers,8,17,441803,694750,B JWM,B,1,JWM/,1,ø,0,ø,0,prep-subs,Q,QDC[,perf,2,1,I
Numbers,8,22,441819,694811,>XR KN,>XR/,1,ø,0,ø,0,KN,1,prep-advb,N,BW>[,perf,2,2,I
Numbers,9,6,441850,694914,B H JWM H HW>,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-prde,N,<FH[,infc,2,3,D
Numbers,9,6,441851,694918,B H JWM H HW>,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-prde,N,QRB[,wayq,2,4,D
Numbers,9,12,441870,694971,<D BQR,<D,1,BQR=/,1,ø,0,ø,0,prep-subs,Q,C>R[,impf,2,4,I
Numbers,9,15,441885,695021,B JWM,B,1,JWM/,1,ø,0,ø,0,prep-subs,N,KSH[,perf,2,2,I
Numbers,9,16,441888,695035,TMJD,ø,0,ø,0,ø,0,TMJD/,1,advb,D,HJH[,impf,2,3,I
Numbers,9,16,441890,695040,LJLH,ø,0,ø,0,ø,0,LJLH/,1,advb,D,ø,ø,2,3,I
Numbers,9,17,441893,695047,>XR KN,>XR/,1,ø,0,ø,0,KN,1,prep-advb,D,NS<[,impf,2,2,D
Numbers,9,18,441899,695065,KL JWM,ø,0,KL/,1,ø,0,ø,0,subs-subs,D,XNH[,impf,2,1,I
Numbers,9,19,441901,695075,JWM RB,ø,0,JWM/,1,ø,0,ø,0,subs-adjv,D,>RK[,infc,2,5,I
Numbers,9,20,441905,695088,JWM MSPR,ø,0,JWM/,1,ø,0,ø,0,subs-subs,D,HJH[,impf,2,4,D
Numbers,9,21,441910,695104,B H BQR,B,1,BQR=/,1,ø,0,ø,0,prep-art-subs,D,<LH[,weqt,2,4,I
Numbers,9,21,441912,695108,JWMM W LJLH,ø,0,ø,0,ø,0,JWMM|LJLH/,2,advb-conj-advb,D,ø,ø,2,2,I
Numbers,9,22,441915,695115,JWM >W XDC >W JWM,ø,0,JWM/|XDC=/|JWM/,3,ø,0,ø,0,subs-conj-subs-conj-subs,D,ø,ø,2,2,D
Numbers,10,10,441951,695223,B JWM FMXH W B MW<D W B R>C XDC,B|B|B,3,JWM/|MW<D/|R>C/,3,ø,0,ø,0,prep-subs-subs-conj-prep-subs-conj-prep-subs-subs,Q,ø,ø,2,2,I
Numbers,10,11,441955,695236,B H CNH H CNJ B H XDC H CNJ B <FRJM B H XDC,B|B|B|B,4,CNH/,1,<FRJM/,1,ø,0,prep-art-subs-art-adjv-prep-art-subs-art-adjv-prep-subs-prep-art-subs,N,HJH[,wayq,2,3,I
Numbers,10,34,442007,695403,JWMM,ø,0,ø,0,ø,0,JWMM,1,advb,N,ø,ø,2,4,I
Numbers,11,6,442039,695489,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,ø,ø,2,2,I
Numbers,11,9,442053,695529,LJLH,ø,0,ø,0,ø,0,LJLH/,1,advb,Q,JRD[,infc,2,4,D
Numbers,11,18,442096,695672,L MXR,L,1,MXR/,1,ø,0,ø,0,prep-subs,Q,QDC[,impv,2,2,I
Numbers,11,19,442104,695695,JWM >XD,ø,0,JWM/,1,>XD/,1,ø,0,subs-subs,Q,>KL[,impf,2,2,I
Numbers,11,19,442105,695699,JWM,ø,0,JWM/,1,ø,0,ø,0,subs,Q,ø,ø,2,3,I
Numbers,11,19,442106,695702,XMC JWM,ø,0,XMC/,1,XMC/,1,ø,0,subs-subs,Q,ø,ø,2,3,I
Numbers,11,19,442107,695705,<FRH JWM,ø,0,<FRH=/,1,<FRH=/,1,ø,0,subs-subs,Q,ø,ø,2,3,I
Numbers,11,19,442108,695708,<FRJM JWM,ø,0,<FRJM/,1,<FRJM/,1,ø,0,subs-subs,Q,ø,ø,2,3,I
Numbers,11,20,442109,695709,<D XDC JWM,<D,1,XDC=/,1,ø,0,ø,0,prep-subs-subs,Q,ø,ø,2,1,I
Numbers,11,21,442122,695745,XDC JWM,ø,0,XDC=/,1,ø,0,ø,0,subs-subs,Q,>KL[,weqt,2,3,I
Numbers,11,32,442169,695892,KL H JWM H HW> W KL H LJLH W KL JWM H MXRT,ø,0,KL/|KL/|KL/,3,ø,0,ø,0,subs-art-subs-art-prde-conj-subs-art-subs-conj-subs-subs-art-subs,N,QWM[,wayq,2,4,I
Numbers,12,14,442233,696094,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,KLM[,impf,2,4,I
Numbers,12,14,442234,696096,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,SGR[,impf,2,2,I
Numbers,12,14,442235,696099,>XR,ø,0,ø,0,ø,0,>XR/,1,advb,Q,>SP[,impf,2,2,I
Numbers,12,15,442236,696105,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,N,SGR[,wayq,2,5,I
Numbers,12,16,442239,696113,>XR,ø,0,ø,0,ø,0,>XR/,1,advb,N,NS<[,perf,2,2,I
Numbers,13,25,442311,696317,MN QY >RB< JWM,MN,1,QY/,1,>RB</,1,ø,0,prep-subs-subs-subs,N,CWB[,wayq,2,3,I
Numbers,14,1,442355,696447,B H LJLH H HW>,B,1,LJLH/,1,ø,0,ø,0,prep-art-subs-art-prde,N,BKH[,wayq,2,4,I
Numbers,14,11,442393,696561,<D >N,<D,1,ø,0,ø,0,ø,0,prep-inrg,Q,N>Y[,impf,2,1,I
Numbers,14,11,442394,696565,<D >N,<D,1,ø,0,ø,0,ø,0,prep-inrg,Q,>MN[,impf,2,2,I
Numbers,14,14,442409,696615,JWMM,ø,0,ø,0,ø,0,JWMM,1,advb,Q,ø,ø,2,6,I
Numbers,14,14,442410,696618,LJLH,ø,0,ø,0,ø,0,LJLH/,1,advb,Q,ø,ø,2,3,I
Numbers,14,17,442419,696642,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,ø,ø,2,2,I
Numbers,14,25,442448,696731,MXR,ø,0,ø,0,ø,0,MXR/,1,advb,Q,PNH[,impv,2,1,I
Numbers,14,27,442452,696743,<D MTJ,<D,1,ø,0,ø,0,ø,0,prep-inrg,Q,ø,ø,2,1,I
Numbers,14,33,442474,696810,>RB< CNH,ø,0,>RB</,1,>RB</,1,ø,0,subs-subs,Q,HJH[,impf,2,6,I
Numbers,14,34,442477,696823,>RB< CNH,ø,0,>RB</,1,>RB</,1,ø,0,subs-subs,Q,NF>[,impf,2,4,I
Numbers,14,40,442498,696884,B H BQR,B,1,BQR=/,1,ø,0,ø,0,prep-art-subs,N,CKM[,wayq,2,3,I
Numbers,15,23,442578,697135,MN H JWM W HL>H L DWR,MN|L,2,JWM/,1,ø,0,HL>H,1,prep-art-subs-conj-advb-prep-subs,Q,YWH[,perf,2,6,D
Numbers,15,32,442613,697250,B JWM H CBT,B,1,JWM/,1,ø,0,ø,0,prep-subs-art-subs,N,ø,ø,2,3,D
Numbers,16,7,442671,697426,MXR,ø,0,ø,0,ø,0,MXR/,1,advb,Q,FJM[,impv,2,6,I
Numbers,16,16,442712,697538,MXR,ø,0,ø,0,ø,0,MXR/,1,advb,Q,HJH[,impv,2,4,I
Numbers,17,6,442805,697820,MN MXRT,MN,1,MXRT/,1,ø,0,ø,0,prep-subs,N,LWN[,wayq,2,4,I
Numbers,17,10,442817,697855,K RG<,K,1,RG</,1,ø,0,ø,0,prep-subs,Q,KLH[,impf,2,4,I
Numbers,17,23,442860,697999,MN MXRT,MN,1,MXRT/,1,ø,0,ø,0,prep-subs,N,HJH[,wayq,2,3,I
Numbers,19,7,443011,698496,>XR,ø,0,ø,0,ø,0,>XR/,1,advb,Q,BW>[,impf,2,2,I
Numbers,19,7,443012,698502,<D H <RB,<D,1,<RB/,1,ø,0,ø,0,prep-art-subs,Q,VM>[,weqt,2,4,I
Numbers,19,8,443016,698516,<D H <RB,<D,1,<RB/,1,ø,0,ø,0,prep-art-subs,Q,VM>[,weqt,2,3,I
Numbers,19,10,443023,698539,<D H <RB,<D,1,<RB/,1,ø,0,ø,0,prep-art-subs,Q,VM>[,weqt,2,3,I
Numbers,19,11,443027,698552,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,VM>[,weqt,2,3,D
Numbers,19,12,443028,698556,B H JWM H CLJCJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,XV>[,impf,2,4,I
Numbers,19,12,443029,698558,B H JWM H CBJ<J,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,VHR[,impf,2,2,I
Numbers,19,12,443030,698564,B H JWM H CLJCJ,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,XV>[,impf,2,5,I
Numbers,19,12,443031,698566,B H JWM H CBJ<J,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,VHR[,impf,2,2,I
Numbers,19,14,443044,698607,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,VM>[,impf,2,3,D
Numbers,19,16,443050,698623,CB< JWM,ø,0,CB</,1,CB</,1,ø,0,subs-subs,Q,VM>[,impf,2,4,I
Numbers,19,19,443059,698654,B H JWM H CLJCJ W B H JWM H CBJ<J,B|B,2,JWM/|JWM/,2,ø,0,ø,0,prep-art-subs-art-adjv-conj-prep-art-subs-art-adjv,Q,NZH[,weqt,2,5,I
Numbers,19,19,443060,698657,B H JWM H CBJ<J,B,1,JWM/,1,ø,0,ø,0,prep-art-subs-art-adjv,Q,XV>[,weqt,2,3,I
Numbers,19,19,443063,698666,B H <RB,B,1,<RB/,1,ø,0,ø,0,prep-art-subs,Q,VHR[,weqt,2,3,I
Numbers,19,21,443073,698700,<D H <RB,<D,1,<RB/,1,ø,0,ø,0,prep-art-subs,Q,VM>[,impf,2,3,I
Numbers,19,22,443077,698713,<D H <RB,<D,1,<RB/,1,ø,0,ø,0,prep-art-subs,Q,VM>[,impf,2,4,I
Numbers,20,1,443079,698718,B H XDC H R>CWN,B,1,XDC=/,1,ø,0,ø,0,prep-art-subs-art-adjv,N,BW>[,wayq,2,5,I
Numbers,20,15,443132,698897,JWM RB,ø,0,JWM/,1,ø,0,ø,0,subs-adjv,N,JCB[,wayq,2,4,D
Numbers,20,29,443186,699070,CLC JWM,ø,0,CLC/,1,CLC/,1,ø,0,subs-subs,N,BKH[,wayq,2,4,I
Numbers,21,17,443255,699281,>Z,ø,0,ø,0,ø,0,>Z,1,advb,D,CJR[,impf,2,1,I
Numbers,22,4,443336,699515,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,LXK[,impf,2,1,I
Numbers,22,4,443338,699526,B H <T H HJ>,B,1,<T/,1,ø,0,ø,0,prep-art-subs-art-prde,N,ø,ø,2,5,I
Numbers,22,6,443346,699549,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,ø,ø,2,2,I
Numbers,22,8,443363,699593,H LJLH,ø,0,LJLH/,1,ø,0,ø,0,art-subs,Q,LJN[,impv,2,3,I
Numbers,22,13,443384,699657,B H BQR,B,1,BQR=/,1,ø,0,ø,0,prep-art-subs,N,QWM[,wayq,2,4,I
Numbers,22,19,443413,699735,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,ø,ø,2,2,I
Numbers,22,19,443414,699740,H LJLH,ø,0,LJLH/,1,ø,0,ø,0,art-subs,Q,JCB[,impv,2,5,I
Numbers,22,20,443418,699752,LJLH,ø,0,ø,0,ø,0,LJLH/,1,advb,N,BW>[,wayq,2,5,I
Numbers,22,21,443427,699774,B H BQR,B,1,BQR=/,1,ø,0,ø,0,prep-art-subs,N,QWM[,wayq,2,4,I
Numbers,22,29,443466,699897,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,HRG[,perf,2,2,I
Numbers,22,33,443487,699968,<TH,ø,0,ø,0,ø,0,<TH,1,advb,N,HRG[,perf,2,2,I
Numbers,22,34,443494,699988,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,ø,ø,2,2,I
Numbers,22,41,443528,700083,B H BQR,B,1,BQR=/,1,ø,0,ø,0,prep-art-subs,N,HJH[,wayq,2,3,I
Numbers,23,23,443635,700394,K H <T,K,1,<T/,1,ø,0,ø,0,prep-art-subs,Q,>MR[,impf,2,1,I
Numbers,24,11,443710,700604,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,ø,ø,2,2,I
Numbers,24,14,443725,700646,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,ø,ø,2,2,I
Numbers,24,14,443729,700656,B >XRJT H JWM,B,1,>XRJT/,1,ø,0,ø,0,prep-subs-art-subs,Q,<FH[,impf,2,5,D
Numbers,24,17,443739,700677,<TH,ø,0,ø,0,ø,0,<TH,1,advb,Q,ø,ø,2,3,I
Numbers,24,22,443762,700742,<D MH,<D,1,ø,0,ø,0,ø,0,prep-prin,Q,CBH[,impf,2,1,I
Numbers,25,18,443824,700942,B JWM H MGPH,B,1,JWM/,1,ø,0,ø,0,prep-subs-art-subs,Q,ø,ø,2,3,D
Numbers,25,19,443825,700946,>XR H MGPH,>XR/,1,MGPH/,1,ø,0,ø,0,prep-art-subs,N,HJH[,wayq,2,3,I
Numbers,28,2,444056,701547,B MW<D,B,1,MW<D/,1,ø,0,ø,0,prep-subs,Q,QRB[,infc,2,3,D
Numbers,28,3,444060,701557,L H JWM,L,1,JWM/,1,ø,0,ø,0,prep-art-subs,Q,ø,ø,2,2,I
