book,chapter,verse,clause.n,time.n,domain,num.time.phrases,verb.tense,num.preps,preps,num.subs,subs,num.quants,quants,pdp.tags
Genesis,1,1,427553,651503,?,1,perf,1,B,1,R>CJT/,0,NA,prep-subs
Genesis,2,2,427680,651884,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv
Genesis,2,2,427682,651890,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv
Genesis,2,5,427693,651918,D,1,impf,0,NA,0,NA,0,NA,advb
Genesis,2,5,427694,651923,D,1,impf,0,NA,0,NA,0,NA,advb
Genesis,2,17,427738,652050,Q,1,impf,1,B,1,JWM/,0,NA,prep-subs
Genesis,3,14,427835,652341,Q,1,impf,0,NA,1,KL/,0,NA,subs-subs-subs
Genesis,3,17,427851,652388,Q,1,impf,0,NA,1,KL/,0,NA,subs-subs-subs
Genesis,3,22,427870,652447,Q,1,weqt,1,L,1,<WLM/,0,NA,prep-subs
Genesis,4,3,427887,652496,N,1,wayq,1,MN,1,QY/,0,NA,prep-subs-subs
Genesis,4,14,427927,652620,Q,1,perf,0,NA,1,JWM/,0,NA,art-subs
Genesis,4,26,427975,652775,N,1,perf,0,NA,0,NA,0,NA,advb
Genesis,5,1,427978,652781,?,1,perf,1,B,1,JWM/,0,NA,prep-subs
Genesis,5,2,427982,652797,N,1,wayq,1,B,1,JWM/,0,NA,prep-subs
Genesis,5,3,427984,652802,N,1,wayq,0,NA,2,CLC/|M>H/,2,CLC/|M>H/,subs-conj-subs-subs
Genesis,5,6,427993,652831,N,1,wayq,0,NA,2,XMC/|M>H/,2,XMC/|M>H/,subs-subs-conj-subs-subs
Genesis,5,7,427995,652840,N,1,wayq,0,NA,2,CB</|CMNH/,3,CB</|CMNH/|M>H/,subs-subs-conj-subs-subs-subs
Genesis,5,9,428000,652853,N,1,wayq,0,NA,1,TC</,1,TC</,subs-subs
Genesis,5,10,428002,652862,N,1,wayq,0,NA,2,XMC/|CMNH/,4,XMC/|<FRH/|CMNH/|M>H/,subs-subs-subs-conj-subs-subs-subs
Genesis,5,12,428007,652875,N,1,wayq,0,NA,1,CB</,1,CB</,subs-subs
Genesis,5,13,428009,652884,N,1,wayq,0,NA,2,>RB</|CMNH/,3,>RB</|CMNH/|M>H/,subs-subs-conj-subs-subs-subs
Genesis,5,15,428014,652897,N,1,wayq,0,NA,2,XMC/|CC/,2,XMC/|CC/,subs-subs-conj-subs-subs
Genesis,5,16,428016,652906,N,1,wayq,0,NA,2,CLC/|CMNH/,3,CLC/|CMNH/|M>H/,subs-subs-conj-subs-subs-subs
Genesis,5,18,428021,652919,N,1,wayq,0,NA,3,CNJM/|CC/|M>H/,3,CNJM/|CC/|M>H/,subs-conj-subs-subs-conj-subs-subs
Genesis,5,19,428023,652928,N,1,wayq,0,NA,1,CMNH/,2,CMNH/|M>H/,subs-subs-subs
Genesis,5,21,428028,652941,N,1,wayq,0,NA,2,XMC/|CC/,2,XMC/|CC/,subs-conj-subs-subs
Genesis,5,22,428030,652951,N,1,wayq,0,NA,1,CLC/,2,CLC/|M>H/,subs-subs-subs
Genesis,5,25,428037,652972,N,1,wayq,0,NA,3,CB</|CMNH/|M>H/,3,CB</|CMNH/|M>H/,subs-conj-subs-subs-conj-subs-subs
Genesis,5,26,428039,652981,N,1,wayq,0,NA,3,CNJM/|CMNH/|CB</,4,CNJM/|CMNH/|CB</|M>H/,subs-conj-subs-subs-conj-subs-subs-subs
Genesis,5,28,428044,652994,N,1,wayq,0,NA,3,CNJM/|CMNH/|M>H/,3,CNJM/|CMNH/|M>H/,subs-conj-subs-subs-conj-subs-subs
Genesis,5,30,428050,653015,N,1,wayq,0,NA,3,XMC/|TC</|XMC/,4,XMC/|TC</|XMC/|M>H/,subs-conj-subs-subs-conj-subs-subs-subs
Genesis,6,3,428066,653065,Q,1,impf,1,L,1,<WLM/,0,NA,prep-subs
Genesis,6,4,428069,653076,N,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,7,10,428156,653357,N,1,wayq,1,L,1,CB</,1,CB</,prep-subs-art-subs
Genesis,7,11,428158,653362,N,4,perf,2,B|L,1,CNH/,2,CC/|M>H/,prep-subs-subs-subs-subs-prep-subs-nmpr
Genesis,7,11,428158,653363,N,4,perf,1,B,1,XDC=/,0,NA,prep-art-subs-art-adjv
Genesis,7,11,428158,653364,N,4,perf,2,B|L,1,CB</,2,CB</|<FR/,prep-subs-subs-subs-prep-art-subs
Genesis,7,11,428158,653365,N,4,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,7,12,428160,653375,N,1,wayq,0,NA,2,>RB</|>RB</,2,>RB</|>RB</,subs-subs-conj-subs-subs
Genesis,7,13,428161,653376,N,1,perf,1,B,1,<YM/,0,NA,prep-subs-art-subs-art-prde
Genesis,7,17,428170,653408,N,1,wayq,0,NA,1,>RB</,1,>RB</,subs-subs
Genesis,7,24,428193,653483,N,1,wayq,0,NA,2,XMC/|M>H/,2,XMC/|M>H/,subs-conj-subs-subs
Genesis,8,3,428201,653514,N,1,wayq,1,MN,1,QYH=/,2,XMC/|M>H/,prep-subs-subs-conj-subs-subs
Genesis,8,4,428202,653518,N,2,wayq,1,B,1,XDC=/,0,NA,prep-art-subs-art-adjv
Genesis,8,4,428202,653519,N,2,wayq,2,B|L,1,CB</,2,CB</|<FR/,prep-subs-subs-subs-prep-art-subs
Genesis,8,5,428203,653525,N,1,perf,1,<D,1,XDC=/,0,NA,prep-art-subs-art-adjv
Genesis,8,5,428204,653526,N,2,perf,1,B,1,<FJRJ/,0,NA,prep-art-subs
Genesis,8,5,428204,653527,N,2,perf,2,B|L,1,>XD/,1,>XD/,prep-subs-prep-art-subs
Genesis,8,6,428205,653532,N,1,wayq,1,MN,1,QY/,1,>RB</,prep-subs-subs-subs
Genesis,8,10,428220,653583,N,1,wayq,0,NA,1,CB</,1,CB</,subs-subs-adjv
Genesis,8,11,428223,653593,N,1,wayq,1,L,1,<T/,0,NA,prep-subs-subs
Genesis,8,12,428227,653608,N,1,wayq,0,NA,1,CB</,1,CB</,subs-subs-adjv
Genesis,8,13,428232,653620,N,3,perf,1,B,2,>XD/|CC/,3,>XD/|CC/|M>H/,prep-subs-conj-subs-subs-subs
Genesis,8,13,428232,653621,N,3,perf,1,B,1,R>CWN/,0,NA,prep-art-subs
Genesis,8,13,428232,653622,N,3,perf,2,B|L,1,>XD/,1,>XD/,prep-subs-prep-art-subs
Genesis,8,14,428236,653637,N,2,perf,1,B,1,XDC=/,0,NA,prep-art-subs-art-adjv
Genesis,8,14,428236,653638,N,2,perf,2,B|L,2,CB</|<FRJM/,2,CB</|<FRJM/,prep-subs-conj-subs-subs-prep-art-subs
Genesis,8,22,428260,653714,Q,1,impf,0,NA,1,KL/,0,NA,subs-subs-art-subs
Genesis,9,28,428349,653984,N,2,wayq,1,>XR/,1,MBWL/,0,NA,prep-art-subs
Genesis,9,28,428349,653985,N,2,wayq,0,NA,2,CLC/|XMC/,3,CLC/|M>H/|XMC/,subs-subs-subs-conj-subs-subs
Genesis,9,29,428350,653989,N,1,wayq,0,NA,2,TC</|XMC/,3,TC</|M>H/|XMC/,subs-subs-subs-conj-subs-subs
Genesis,10,1,428353,653999,N,1,wayq,1,>XR/,1,MBWL/,0,NA,prep-art-subs
Genesis,10,18,428380,654080,?,1,perf,0,NA,0,NA,0,NA,advb
Genesis,10,25,428393,654124,?,1,perf,1,B,1,JWM/,0,NA,prep-subs
Genesis,10,32,428404,654163,?,1,perf,1,>XR/,1,MBWL/,0,NA,prep-art-subs
Genesis,11,6,428432,654236,Q,1,impf,0,NA,0,NA,0,NA,advb
Genesis,11,10,428448,654286,N,1,wayq,1,>XR/,1,CNH/,0,NA,subs-prep-art-subs
Genesis,11,11,428449,654292,N,1,wayq,0,NA,1,XMC/,2,XMC/|M>H/,subs-subs-subs
Genesis,11,12,428452,654299,N,1,perf,0,NA,2,XMC/|CLC/,2,XMC/|CLC/,subs-conj-subs-subs
Genesis,11,13,428454,654308,N,1,wayq,0,NA,2,CLC/|>RB</,3,CLC/|>RB</|M>H/,subs-subs-conj-subs-subs-subs
Genesis,11,14,428457,654315,N,1,perf,0,NA,1,CLC/,1,CLC/,subs-subs
Genesis,11,15,428459,654324,N,1,wayq,0,NA,2,CLC/|>RB</,3,CLC/|>RB</|M>H/,subs-subs-conj-subs-subs-subs
Genesis,11,16,428462,654331,N,1,wayq,0,NA,2,>RB</|CLC/,2,>RB</|CLC/,subs-conj-subs-subs
Genesis,11,17,428464,654340,N,1,wayq,0,NA,2,CLC/|>RB</,3,CLC/|>RB</|M>H/,subs-subs-conj-subs-subs-subs
Genesis,11,18,428467,654347,N,1,wayq,0,NA,1,CLC/,1,CLC/,subs-subs
Genesis,11,19,428469,654356,N,1,wayq,0,NA,2,TC</|M>H/,2,TC</|M>H/,subs-subs-conj-subs-subs
Genesis,11,20,428472,654363,N,1,wayq,0,NA,2,CNJM/|CLC/,2,CNJM/|CLC/,subs-conj-subs-subs
Genesis,11,21,428474,654372,N,1,wayq,0,NA,2,CB</|M>H/,2,CB</|M>H/,subs-subs-conj-subs-subs
Genesis,11,22,428477,654379,N,1,wayq,0,NA,1,CLC/,1,CLC/,subs-subs
Genesis,11,23,428479,654388,N,1,wayq,0,NA,1,M>H/,1,M>H/,subs-subs
Genesis,11,24,428482,654395,N,1,wayq,0,NA,2,TC</|<FRJM/,2,TC</|<FRJM/,subs-conj-subs-subs
Genesis,11,25,428484,654404,N,1,wayq,0,NA,2,TC</|M>H/,3,TC</|<FRH/|M>H/,subs-subs-subs-conj-subs-subs
Genesis,11,26,428487,654411,N,1,wayq,0,NA,1,CB</,1,CB</,subs-subs
Genesis,13,3,428590,654747,N,1,perf,1,B,1,TXLH/,0,NA,prep-art-subs
Genesis,13,4,428592,654753,N,1,perf,1,B,1,R>CWN/,0,NA,prep-art-subs
Genesis,14,1,428646,654928,N,1,wayq,1,B,1,JWM/,0,NA,prep-subs-nmpr-subs-nmpr-nmpr-subs-nmpr-nmpr-subs-nmpr-conj-nmpr-subs-nmpr
Genesis,14,4,428651,654939,N,1,perf,0,NA,1,CNJM/,2,CNJM/|<FRH/,subs-subs-subs
Genesis,14,4,428652,654943,N,1,perf,0,NA,1,CLC/,2,CLC/|<FRH/,subs-subs-subs
Genesis,14,5,428653,654946,N,1,perf,1,B,1,>RB</,2,>RB</|<FRH/,prep-subs-subs-subs
Genesis,14,15,428687,655048,N,1,wayq,0,NA,0,NA,0,NA,advb
Genesis,15,13,428781,655312,Q,1,weqt,0,NA,1,>RB</,2,>RB</|M>H/,subs-subs-subs
Genesis,15,14,428784,655320,Q,1,impf,1,>XR/,0,NA,0,NA,prep-advb
Genesis,15,18,428794,655352,N,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,16,3,428809,655402,N,1,wayq,1,MN,1,QY/,1,<FR=/,prep-subs-subs-subs
Genesis,17,21,428933,655805,Q,1,impf,2,L|B,1,MW<D/,0,NA,prep-art-subs-art-prde-prep-art-subs-art-adjv
Genesis,17,23,428938,655821,N,1,wayq,1,B,1,<YM/,0,NA,prep-subs-art-subs-art-prde
Genesis,17,26,428944,655836,N,1,perf,1,B,1,<YM/,0,NA,prep-subs-art-subs-art-prde
Genesis,18,5,428965,655900,Q,1,impf,0,NA,0,NA,0,NA,advb
Genesis,18,10,428990,655968,Q,1,impf,1,K,1,<T/,0,NA,prep-art-subs-adjv
Genesis,18,14,429009,656019,Q,2,impf,1,L,1,MW<D/,0,NA,prep-art-subs
Genesis,18,14,429009,656022,Q,2,impf,1,K,1,<T/,0,NA,prep-art-subs-adjv
Genesis,19,1,429103,656292,N,1,wayq,1,B,1,<RB/,0,NA,prep-art-subs
Genesis,19,5,429132,656367,Q,1,perf,0,NA,1,LJLH/,0,NA,art-subs
Genesis,19,9,429152,656424,Q,1,impf,0,NA,0,NA,0,NA,advb
Genesis,19,33,429255,656737,N,1,wayq,1,B,1,LJLH/,0,NA,prep-art-subs-prde
Genesis,19,34,429261,656752,N,1,wayq,1,MN,1,MXRT/,0,NA,prep-subs
Genesis,19,34,429263,656759,Q,1,perf,0,NA,0,NA,0,NA,advb
Genesis,19,34,429264,656763,Q,1,impf,0,NA,1,LJLH/,0,NA,advb-art-subs
Genesis,19,35,429268,656774,N,1,wayq,1,B,1,LJLH/,0,NA,advb-prep-art-subs-art-prde
Genesis,20,3,429288,656843,N,1,wayq,0,NA,1,LJLH/,0,NA,art-subs
Genesis,20,8,429318,656929,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,21,2,429368,657093,N,1,wayq,1,L,1,MW<D/,0,NA,prep-art-subs
Genesis,21,8,429387,657157,N,1,wayq,1,B,1,JWM/,0,NA,prep-subs
Genesis,21,14,429404,657214,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,21,22,429444,657333,N,1,wayq,1,B,1,<T/,0,NA,prep-art-subs-art-prde
Genesis,21,26,429463,657393,Q,1,perf,1,BLT/,1,JWM/,0,NA,prep-art-subs
Genesis,21,34,429482,657462,N,1,wayq,0,NA,1,JWM/,0,NA,subs-adjv
Genesis,22,1,429483,657465,N,1,wayq,1,>XR/,1,DBR/,0,NA,prep-art-subs-art-prde
Genesis,22,3,429495,657499,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,22,12,429544,657645,Q,1,perf,0,NA,0,NA,0,NA,advb
Genesis,22,14,429556,657686,D,1,impf,0,NA,1,JWM/,0,NA,art-subs
Genesis,22,20,429575,657745,N,1,wayq,1,>XR/,1,DBR/,0,NA,prep-art-subs-art-prde
Genesis,23,19,429657,657967,N,1,perf,1,>XR/,0,NA,0,NA,prep-advb
Genesis,24,11,429700,658121,N,1,wayq,2,L|L,1,<T/,0,NA,prep-subs-subs-prep-subs
Genesis,24,12,429704,658130,Q,1,impv,0,NA,1,JWM/,0,NA,art-subs
Genesis,24,41,429834,658482,Q,1,impf,0,NA,0,NA,0,NA,advb
Genesis,24,42,429838,658499,N,1,wayq,0,NA,1,JWM/,0,NA,art-subs
Genesis,24,54,429909,658693,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,24,55,429913,658704,Q,1,impf,0,NA,2,JWM/|<FWR/,0,NA,subs-conj-subs
Genesis,24,55,429914,658705,Q,1,impf,0,NA,0,NA,0,NA,advb
Genesis,25,11,429991,658929,N,1,wayq,1,>XR/,1,MWT/,0,NA,prep-subs-nmpr
Genesis,25,26,430038,659062,N,1,perf,1,>XR/,0,NA,0,NA,prep-advb
Genesis,25,31,430060,659133,Q,1,impv,1,K,1,JWM/,0,NA,prep-art-subs
Genesis,25,33,430066,659152,Q,1,impv,1,K,1,JWM/,0,NA,prep-art-subs
Genesis,26,12,430125,659335,N,1,wayq,1,B,1,CNH/,0,NA,prep-art-subs-art-prde
Genesis,26,15,430133,659362,N,1,perf,1,B,1,JWM/,0,NA,prep-subs-nmpr-subs
Genesis,26,18,430144,659396,N,1,perf,1,B,1,JWM/,0,NA,prep-subs-nmpr-subs
Genesis,26,18,430145,659400,N,1,wayq,1,>XR/,1,MWT/,0,NA,prep-subs-nmpr
Genesis,26,22,430163,659458,Q,1,perf,0,NA,0,NA,0,NA,advb
Genesis,26,24,430166,659473,N,1,wayq,1,B,1,LJLH/,0,NA,prep-art-subs-art-prde
Genesis,26,31,430197,659572,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,26,32,430202,659586,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,27,7,430248,659713,Q,1,impf,1,L,1,PNH/,0,NA,prep-subs-subs
Genesis,27,10,430259,659745,Q,1,impf,1,L,1,PNH/,0,NA,prep-subs-subs
Genesis,27,44,430434,660216,Q,1,weqt,0,NA,1,JWM/,1,>XD/,subs-subs
Genesis,27,45,430441,660236,Q,1,impf,0,NA,1,JWM/,1,>XD/,subs-subs
Genesis,28,18,430517,660478,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,29,14,430603,660737,N,1,wayq,0,NA,1,XDC=/,0,NA,subs-subs
Genesis,29,18,430616,660775,Q,1,impf,0,NA,1,CB</,1,CB</,subs-subs
Genesis,29,20,430622,660793,N,1,wayq,0,NA,1,CB</,1,CB</,subs-subs
Genesis,29,23,430630,660820,N,1,wayq,1,B,1,<RB/,0,NA,prep-art-subs
Genesis,29,25,430636,660840,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,29,27,430647,660880,Q,1,impf,0,NA,1,CB</,1,CB</,subs-subs-adjv
Genesis,29,30,430656,660912,N,1,wayq,0,NA,1,CB</,1,CB</,subs-subs-adjv
Genesis,29,32,430666,660942,Q,1,impf,0,NA,0,NA,0,NA,advb
Genesis,29,34,430677,660975,Q,1,impf,0,NA,0,NA,0,NA,advb
Genesis,30,14,430732,661154,N,1,wayq,1,B,1,JWM/,0,NA,prep-subs-subs-subs
Genesis,30,15,430742,661187,Q,1,impf,0,NA,1,LJLH/,0,NA,art-subs
Genesis,30,16,430743,661193,N,1,wayq,1,B,1,<RB/,0,NA,prep-art-subs
Genesis,30,16,430749,661209,N,1,wayq,1,B,1,LJLH/,0,NA,prep-art-subs
Genesis,30,21,430764,661261,N,1,perf,0,NA,0,NA,0,NA,advb
Genesis,30,30,430798,661364,Q,1,perf,1,L,1,PNH/,0,NA,prep-subs
Genesis,30,32,430811,661401,Q,1,impf,0,NA,1,JWM/,0,NA,art-subs
Genesis,30,33,430814,661412,Q,1,weqt,1,B,1,JWM/,0,NA,prep-subs-subs
Genesis,30,35,430822,661433,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,30,41,430845,661506,N,1,perf,1,B,1,KL/,0,NA,prep-subs
Genesis,31,10,430886,661642,N,1,wayq,1,B,1,<T/,0,NA,prep-subs
Genesis,31,22,430939,661797,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv
Genesis,31,24,430944,661818,N,1,wayq,0,NA,1,LJLH/,0,NA,art-subs
Genesis,31,29,430966,661883,Q,1,perf,0,NA,0,NA,0,NA,advb
Genesis,31,40,431020,662038,Q,1,perf,1,B,1,JWM/,0,NA,prep-art-subs
Genesis,31,41,431025,662053,Q,1,perf,0,NA,1,>RB</,2,>RB</|<FRH/,subs-subs-subs
Genesis,31,42,431029,662067,Q,1,perf,0,NA,0,NA,0,NA,advb
Genesis,31,42,431031,662075,N,1,wayq,0,NA,0,NA,0,NA,advb
Genesis,31,43,431041,662102,Q,1,impf,0,NA,1,JWM/,0,NA,art-subs
Genesis,32,1,431085,662241,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,32,11,431129,662366,Q,1,perf,0,NA,0,NA,0,NA,advb
Genesis,32,14,431138,662399,N,1,wayq,1,B,1,LJLH/,0,NA,prep-art-subs-art-prde
Genesis,32,21,431170,662479,Q,1,impf,1,>XR/,0,NA,0,NA,prep-advb
Genesis,32,23,431174,662496,N,1,wayq,1,B,1,LJLH/,0,NA,prep-art-subs
Genesis,32,33,431216,662618,D,1,impf,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,33,7,431247,662701,N,1,perf,0,NA,0,NA,0,NA,advb
Genesis,33,13,431280,662792,Q,1,weqt,0,NA,1,JWM/,1,>XD/,subs-subs
Genesis,33,16,431291,662827,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,34,25,431400,663164,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv
Genesis,37,34,431797,664321,N,1,wayq,0,NA,1,JWM/,0,NA,subs-adjv
Genesis,38,1,431807,664348,N,1,wayq,1,B,1,<T/,0,NA,prep-art-subs-art-prde
Genesis,38,24,431915,664666,N,1,wayq,2,K|MN,1,CLC/,1,CLC/,prep-prep-subs-subs
Genesis,38,30,431953,664763,N,1,perf,0,NA,0,NA,0,NA,advb
Genesis,39,7,431983,664869,N,1,wayq,1,>XR/,1,DBR/,0,NA,prep-art-subs-art-prde
Genesis,39,10,432000,664923,N,1,infc,0,NA,0,NA,0,NA,advb-advb
Genesis,39,11,432004,664934,N,1,wayq,1,K,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,40,1,432067,665110,N,1,wayq,1,>XR/,1,DBR/,0,NA,prep-art-subs-art-prde
Genesis,40,4,432074,665137,N,1,wayq,0,NA,1,JWM/,0,NA,subs
Genesis,40,6,432080,665157,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,40,13,432109,665241,Q,1,impf,1,B,1,<WD/,1,CLC/,prep-subs-subs-subs
Genesis,40,19,432134,665319,Q,1,impf,1,B,1,<WD/,1,CLC/,prep-subs-subs-subs
Genesis,40,20,432137,665335,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv-subs
Genesis,41,1,432147,665370,N,1,wayq,1,MN,1,QY/,0,NA,prep-subs-subs-subs
Genesis,41,8,432163,665430,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,41,11,432175,665468,N,1,wayq,1,B,1,LJLH/,1,>XD/,prep-subs-subs
Genesis,41,31,432249,665679,Q,1,impf,1,>XR/,0,NA,0,NA,prep-advb
Genesis,41,34,432260,665714,Q,1,weqt,1,B,1,CB</,1,CB</,prep-subs-subs-art-subs
Genesis,41,36,432265,665731,Q,1,weqt,1,L,1,CB</,1,CB</,prep-subs-subs-art-subs
Genesis,41,47,432300,665856,N,1,wayq,1,B,1,CB</,1,CB</,prep-subs-subs-art-subs
Genesis,42,17,432420,666194,N,1,wayq,0,NA,1,CLC/,1,CLC/,subs-subs
Genesis,42,18,432421,666199,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv
Genesis,43,9,432576,666646,Q,1,weqt,0,NA,1,KL/,0,NA,subs-art-subs
Genesis,43,16,432608,666745,Q,1,impf,1,B,1,YHRJM/,0,NA,prep-art-subs
Genesis,43,25,432648,666867,N,1,infc,1,B,1,YHRJM/,0,NA,prep-art-subs
Genesis,44,28,432831,667377,N,1,perf,1,<D,0,NA,0,NA,prep-advb
Genesis,44,32,432848,667429,Q,1,weqt,0,NA,1,KL/,0,NA,subs-art-subs
Genesis,45,15,432921,667653,N,1,perf,1,>XR/,0,NA,0,NA,prep-advb
Genesis,46,34,433073,668099,Q,1,perf,2,MN|<D,1,N<WRJM/,0,NA,prep-subs-conj-prep-advb
Genesis,47,17,433142,668318,N,1,wayq,1,B,1,CNH/,0,NA,prep-art-subs-art-prde
Genesis,47,18,433144,668325,N,1,wayq,1,B,1,CNH/,0,NA,prep-art-subs-art-adjv
Genesis,47,23,433170,668414,Q,1,perf,0,NA,1,JWM/,0,NA,art-subs
Genesis,47,24,433173,668424,Q,1,weqt,1,B,1,TBW>H/,0,NA,prep-art-subs
Genesis,47,26,433182,668455,N,1,wayq,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,47,28,433189,668479,N,1,wayq,0,NA,1,CB</,2,CB</|<FRH/,subs-subs-subs
Genesis,48,1,433208,668538,N,1,wayq,1,>XR/,1,DBR/,0,NA,prep-art-subs-art-prde
Genesis,48,6,433232,668610,Q,1,perf,1,>XR/,0,NA,0,NA,prep
Genesis,48,7,433236,668625,Q,1,perf,1,B,1,<WD/,0,NA,prep-subs-subs-subs
Genesis,48,20,433301,668818,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,49,1,433317,668869,Q,1,impf,1,B,1,>XRJT/,0,NA,prep-subs-art-subs
Genesis,49,4,433329,668889,Q,1,perf,0,NA,0,NA,0,NA,advb
Genesis,49,27,433411,669087,Q,1,impf,1,B,1,BQR=/,0,NA,prep-art-subs
Genesis,49,27,433412,669091,Q,1,impf,1,L,1,<RB/,0,NA,prep-art-subs
Genesis,50,3,433447,669197,N,1,wayq,0,NA,1,CB</,1,CB</,subs-subs
Genesis,50,10,433478,669281,N,1,wayq,0,NA,1,CB</,1,CB</,subs-subs
Genesis,50,16,433501,669357,Q,1,perf,1,L,1,PNH/,0,NA,prep-subs-subs
Genesis,50,20,433520,669409,Q,1,infc,1,K,1,JWM/,0,NA,prep-art-subs-art-prde
Genesis,50,22,433528,669432,N,1,wayq,0,NA,2,M>H/|<FR=/,2,M>H/|<FR=/,subs-conj-subs-subs
Exodus,2,2,433620,669716,N,1,wayq,0,NA,1,CLC/,1,CLC/,subs-subs
Exodus,2,11,433662,669842,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Exodus,2,13,433673,669874,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv
Exodus,2,23,433723,670007,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv-art-prde
Exodus,3,20,433833,670330,Q,1,impf,1,>XR/,0,NA,0,NA,prep-advb
Exodus,5,1,433997,670810,?,1,perf,0,NA,0,NA,0,NA,advb
Exodus,5,6,434020,670882,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Exodus,5,14,434057,670987,Q,1,perf,0,NA,2,TMWL/|JWM/,0,NA,advb-subs-advb-art-subs
Exodus,6,1,434102,671100,Q,1,impf,0,NA,0,NA,0,NA,advb
Exodus,6,28,434182,671348,N,1,wayq,1,B,1,JWM/,0,NA,prep-subs
Exodus,7,15,434242,671538,Q,1,impv,1,B,1,BQR=/,0,NA,prep-art-subs
Exodus,7,16,434254,671569,Q,1,perf,1,<D,0,NA,0,NA,prep-advb
Exodus,8,5,434330,671804,Q,1,impf,1,L,0,NA,0,NA,prep-inrg
Exodus,8,16,434373,671941,Q,1,impv,1,B,1,BQR=/,0,NA,prep-art-subs
Exodus,8,18,434385,671978,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Exodus,8,19,434391,671996,Q,1,impf,1,L,1,MXR/,0,NA,prep-subs
Exodus,8,25,434419,672079,Q,1,weqt,0,NA,0,NA,0,NA,advb
Exodus,8,28,434429,672111,N,1,wayq,1,B,1,P<M/,0,NA,advb-prep-art-subs-art-prde
Exodus,9,5,434448,672162,Q,1,impf,0,NA,0,NA,0,NA,advb
Exodus,9,6,434449,672171,N,1,wayq,1,MN,1,MXRT/,0,NA,prep-subs
Exodus,9,15,434485,672294,Q,1,perf,0,NA,0,NA,0,NA,advb
Exodus,9,18,434495,672327,Q,1,perf,3,L|MN|<D,1,JWM/,0,NA,prep-prep-art-subs-conj-prep-advb
Exodus,10,3,434580,672589,Q,1,perf,1,<D,0,NA,0,NA,prep-inrg
Exodus,10,6,434595,672637,Q,2,perf,1,MN,1,JWM/,0,NA,prep-subs
Exodus,10,6,434595,672640,Q,2,perf,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
Exodus,10,7,434600,672650,Q,1,impf,1,<D,0,NA,0,NA,prep-inrg
Exodus,10,7,434603,672661,Q,1,impf,0,NA,0,NA,0,NA,advb
Exodus,10,13,434632,672747,N,1,perf,0,NA,2,KL/|KL/,0,NA,subs-art-subs-art-prde-conj-subs-art-subs
Exodus,10,14,434638,672762,N,1,perf,1,L,1,PNH/,0,NA,prep-subs
Exodus,10,14,434639,672769,D,1,impf,1,>XR/,0,NA,0,NA,prep
Exodus,10,22,434666,672864,N,1,wayq,0,NA,1,CLC/,1,CLC/,subs-subs
Exodus,10,23,434667,672874,N,1,perf,0,NA,1,CLC/,1,CLC/,subs-subs
Exodus,10,28,434696,672946,Q,1,impf,1,B,1,JWM/,0,NA,prep-subs
Exodus,11,1,434704,672968,Q,1,impf,1,>XR/,0,NA,0,NA,prep-advb
Exodus,11,8,434731,673055,Q,1,impf,1,>XR/,0,NA,0,NA,prep-advb
