book,chapter,verse,clause.n,time.n,domain,num.time.phrases,verb.tense,num.preps,preps,num.subs,subs,num.quants,quants,pdp.tags
2_Kings,8,2,465872,767251,N,1,wayq,0,NA,1,CB</,1,CB</,subs-subs
2_Kings,8,3,465873,767254,N,1,wayq,1,MN,1,QYH=/,1,CB</,prep-subs-subs-subs
2_Kings,8,15,465952,767470,N,1,wayq,1,MN,1,MXRT/,0,NA,prep-subs
2_Kings,8,16,465958,767487,?,1,perf,2,B|L,1,CNH/,1,XMC/,prep-subs-subs-prep-nmpr-subs-nmpr-subs-nmpr
2_Kings,8,17,465962,767497,?,1,perf,0,NA,1,CMNH/,1,CMNH/,subs-subs
2_Kings,8,20,465972,767529,?,1,perf,1,B,1,JWM/,0,NA,prep-subs
2_Kings,8,22,465981,767563,N,1,wayq,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
2_Kings,8,22,465982,767567,D,1,impf,1,B,1,<T/,0,NA,prep-art-subs-art-prde
2_Kings,8,25,465989,767589,?,1,perf,2,B|L,1,CNH/,2,CNJM/|<FRH/,prep-subs-subs-subs-subs-prep-nmpr-subs-nmpr-subs-nmpr
2_Kings,8,26,465992,767596,?,1,perf,0,NA,1,CNH/,1,>XD/,subs-subs
2_Kings,9,26,466157,768041,Q,1,perf,0,NA,0,NA,0,NA,advb
2_Kings,9,29,466176,768090,N,1,perf,2,B|L,1,CNH/,2,>XD/|<FRH/,prep-subs-subs-subs-subs-prep-nmpr-subs-nmpr
2_Kings,10,6,466248,768289,Q,1,impv,1,K,1,<T/,0,NA,prep-art-subs-advb
2_Kings,10,8,466262,768330,Q,1,impv,1,<D,1,BQR=/,0,NA,prep-art-subs
2_Kings,10,9,466263,768333,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
2_Kings,10,27,466369,768637,N,1,wayq,1,<D,1,JWM/,0,NA,prep-art-subs
2_Kings,10,32,466387,768687,N,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
2_Kings,11,3,466412,768765,N,1,wayq,0,NA,1,CC/,1,CC/,subs-subs
2_Kings,11,4,466414,768771,?,1,perf,1,B,1,CNH/,0,NA,prep-art-subs-art-adjv
2_Kings,12,2,466498,769022,?,1,perf,2,B|L,1,CNH/,1,CB</,prep-subs-subs-prep-nmpr
2_Kings,12,2,466499,769026,?,1,perf,0,NA,1,>RB</,1,>RB</,subs-subs
2_Kings,12,3,466501,769038,N,1,wayq,0,NA,1,KL/,0,NA,subs-subs
2_Kings,12,7,466516,769083,N,1,wayq,2,B|L,1,CNH/,2,<FRJM/|CLC/,prep-subs-subs-conj-subs-subs-prep-art-subs-nmpr
2_Kings,13,1,466578,769281,?,2,perf,2,B|L,1,CNH/,2,<FRJM/|CLC/,prep-subs-subs-conj-subs-subs-prep-nmpr-subs-nmpr-subs-nmpr
2_Kings,13,1,466578,769286,?,2,perf,0,NA,1,CB</,2,CB</|<FRH/,subs-subs-subs
2_Kings,13,3,466585,769308,N,1,wayq,0,NA,1,KL/,0,NA,subs-art-subs
2_Kings,13,5,466592,769336,N,1,wayq,1,K,1,TMWL/,0,NA,prep-subs-subs
2_Kings,13,10,466608,769384,?,2,perf,2,B|L,1,CNH/,2,CLC/|CB</,prep-subs-subs-conj-subs-subs-prep-nmpr-subs-nmpr
2_Kings,13,10,466608,769389,?,2,perf,0,NA,1,CC/,2,CC/|<FRH/,subs-subs-subs
2_Kings,13,19,466656,769518,Q,1,perf,0,NA,0,NA,0,NA,advb
2_Kings,13,19,466658,769523,Q,1,impf,0,NA,0,NA,0,NA,advb
2_Kings,13,22,466671,769566,?,1,perf,0,NA,1,KL/,0,NA,subs-subs-nmpr
2_Kings,13,23,466677,769585,N,1,perf,1,<D,0,NA,0,NA,prep-advb
2_Kings,14,1,466685,769610,?,1,perf,2,B|L,1,CNH/,1,CNJM/,prep-subs-subs-prep-nmpr-subs-nmpr-subs-nmpr
2_Kings,14,2,466688,769617,?,1,perf,0,NA,2,<FRJM/|TC</,2,<FRJM/|TC</,subs-conj-subs-subs
2_Kings,14,7,466711,769695,N,1,wayq,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
2_Kings,14,8,466712,769696,?,1,perf,0,NA,0,NA,0,NA,advb
2_Kings,14,17,466752,769818,N,2,wayq,1,>XR/,1,MWT/,0,NA,prep-subs-nmpr-subs-nmpr-subs-nmpr
2_Kings,14,17,466752,769819,N,2,wayq,0,NA,1,XMC/,2,XMC/|<FRH/,subs-subs-subs
2_Kings,14,23,466767,769870,?,2,perf,2,B|L,1,CNH/,2,XMC/|<FRH/,prep-subs-subs-subs-subs-prep-nmpr-subs-nmpr-subs-nmpr
2_Kings,14,23,466767,769874,?,2,perf,0,NA,2,>RB</|>XD/,2,>RB</|>XD/,subs-conj-subs-subs
2_Kings,15,1,466791,769946,?,1,perf,2,B|L,1,CNH/,2,<FRJM/|CB</,prep-subs-subs-conj-subs-subs-prep-nmpr-subs-nmpr
2_Kings,15,2,466794,769953,?,1,perf,0,NA,2,XMC/|CNJM/,2,XMC/|CNJM/,subs-conj-subs-subs
2_Kings,15,5,466803,769985,N,1,wayq,1,<D,1,JWM/,0,NA,prep-subs-subs
2_Kings,15,8,466813,770015,?,2,perf,2,B|L,1,CNH/,2,CLC/|CMNH/,prep-subs-subs-conj-subs-subs-prep-nmpr-subs-nmpr
2_Kings,15,8,466813,770020,?,2,perf,0,NA,1,CC/,1,CC/,subs-subs
2_Kings,15,13,466830,770067,?,1,perf,2,B|L,1,CNH/,2,CLC/|TC</,prep-subs-subs-conj-subs-subs-prep-nmpr-subs-nmpr
2_Kings,15,13,466831,770070,N,1,wayq,0,NA,1,JRX/,0,NA,subs-subs
2_Kings,15,17,466845,770109,?,2,perf,2,B|L,1,CNH/,2,CLC/|TC</,prep-subs-subs-conj-subs-subs-prep-nmpr-subs-nmpr
2_Kings,15,17,466845,770113,?,2,perf,0,NA,1,<FR=/,1,<FR=/,subs-subs
2_Kings,15,18,466848,770126,N,1,perf,0,NA,1,KL/,0,NA,subs-subs
2_Kings,15,23,466864,770175,?,2,perf,2,B|L,1,CNH/,1,XMC/,prep-subs-subs-subs-prep-nmpr-subs-nmpr
2_Kings,15,23,466864,770180,?,2,perf,0,NA,1,CNH/,0,NA,subs
2_Kings,15,27,466877,770215,?,2,perf,2,B|L,1,CNH/,2,XMC/|CNJM/,prep-subs-subs-conj-subs-subs-prep-nmpr-subs-nmpr
2_Kings,15,27,466877,770220,?,2,perf,0,NA,1,<FRJM/,1,<FRJM/,subs-subs
2_Kings,15,29,466882,770232,N,1,perf,1,B,1,JWM/,0,NA,prep-subs-nmpr-subs-nmpr
2_Kings,15,30,466888,770253,N,1,wayq,2,B|L,1,CNH/,1,<FRJM/,prep-subs-subs-prep-nmpr-subs-nmpr
2_Kings,15,32,466892,770261,?,1,perf,2,B|L,1,CNH/,1,CNJM/,prep-subs-subs-prep-nmpr-subs-nmpr-subs-nmpr
2_Kings,15,33,466895,770268,?,1,perf,0,NA,1,CC/,2,CC/|<FRH/,subs-subs-subs
2_Kings,15,37,466908,770305,?,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
2_Kings,16,1,466913,770323,?,1,perf,2,B|L,1,CNH/,2,CB</|<FRH/,prep-subs-subs-subs-subs-prep-nmpr-subs-nmpr
2_Kings,16,2,466916,770330,?,1,perf,0,NA,1,CC/,2,CC/|<FRH/,subs-subs-subs
2_Kings,16,5,466924,770358,?,1,impf,0,NA,0,NA,0,NA,advb
2_Kings,16,6,466928,770370,N,1,perf,1,B,1,<T/,0,NA,prep-art-subs-art-prde
2_Kings,16,6,466931,770386,N,1,wayq,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
2_Kings,17,1,466989,770569,?,2,perf,2,B|L,1,CNH/,2,CNJM/|<FRH/,prep-subs-subs-subs-prep-nmpr-subs-nmpr
2_Kings,17,1,466989,770574,?,2,perf,0,NA,1,TC</,1,TC</,subs-subs
2_Kings,17,5,467004,770629,N,1,wayq,0,NA,1,CLC/,1,CLC/,subs-subs
2_Kings,17,6,467005,770630,?,1,perf,2,B|L,1,CNH/,0,NA,prep-subs-art-subs-prep-nmpr
2_Kings,17,23,467074,770860,N,1,wayq,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
2_Kings,18,1,467153,771127,N,1,wayq,2,B|L,1,CNH/,1,CLC/,prep-subs-subs-prep-nmpr-subs-nmpr-subs-nmpr
2_Kings,18,2,467157,771134,N,1,perf,0,NA,2,<FRJM/|TC</,2,<FRJM/|TC</,subs-conj-subs-subs
2_Kings,18,4,467167,771165,N,1,perf,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
2_Kings,18,5,467171,771177,N,1,perf,1,>XR/,0,NA,0,NA,prep
2_Kings,18,9,467184,771222,N,1,wayq,2,B|L,1,CNH/,0,NA,prep-art-subs-art-adjv-prep-art-subs-nmpr
2_Kings,18,10,467188,771233,N,1,wayq,1,MN,1,QYH=/,1,CLC/,prep-subs-subs-subs
2_Kings,18,10,467189,771234,N,1,perf,2,B|L,1,CNH/,1,CC/,prep-subs-subs-prep-nmpr
2_Kings,18,13,467198,771264,N,1,perf,2,B|L,1,>RB</,2,>RB</|<FRH/,prep-subs-subs-subs-prep-art-subs-nmpr
2_Kings,18,16,467209,771295,N,1,perf,1,B,1,<T/,0,NA,prep-art-subs-art-prde
2_Kings,19,25,467425,771921,Q,1,perf,2,L|MN,1,JWM/,0,NA,prep-prep-subs-subs
2_Kings,19,25,467427,771924,Q,1,perf,0,NA,0,NA,0,NA,advb
2_Kings,19,29,467448,771974,Q,1,infa,0,NA,1,CNH/,0,NA,art-subs
2_Kings,19,29,467450,771980,Q,1,impv,1,B,1,CNH/,0,NA,prep-art-subs-art-adjv
2_Kings,19,35,467472,772048,N,1,wayq,1,B,1,LJLH/,0,NA,prep-art-subs-art-prde
2_Kings,19,35,467475,772058,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
2_Kings,20,1,467486,772090,?,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
2_Kings,20,5,467512,772160,Q,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv
2_Kings,20,8,467525,772200,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-adjv
2_Kings,20,12,467540,772246,?,1,perf,1,B,1,<T/,0,NA,prep-art-subs-art-prde
2_Kings,20,17,467566,772330,Q,1,perf,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
2_Kings,21,1,467587,772392,?,1,perf,0,NA,2,XMC/|XMC/,2,XMC/|XMC/,subs-conj-subs-subs
2_Kings,21,7,467615,772479,Q,1,impf,1,L,1,<WLM/,0,NA,prep-subs
2_Kings,21,15,467651,772578,N,1,wayq,2,MN|<D,2,JWM/|JWM/,0,NA,prep-art-subs-conj-prep-art-subs-art-prde
2_Kings,21,19,467667,772626,N,1,perf,0,NA,1,CNJM/,1,CNJM/,subs-subs
2_Kings,22,1,467691,772703,?,1,perf,0,NA,2,CLC/|>XD/,2,CLC/|>XD/,subs-conj-subs-subs
2_Kings,22,3,467697,772723,N,1,wayq,2,B|L,1,CMNH/,2,CMNH/|<FRH/,prep-subs-subs-subs-prep-art-subs-nmpr
2_Kings,23,22,467884,773290,N,1,perf,1,MN,2,JWM/|KL/,0,NA,prep-subs-art-subs-conj-subs-subs-subs-nmpr-conj-subs-nmpr
2_Kings,23,23,467886,773295,N,1,perf,2,B|L,1,CMNH/,2,CMNH/|<FRH/,prep-subs-subs-subs-prep-art-subs-nmpr
2_Kings,23,25,467892,773320,N,1,perf,1,L,1,PNH/,0,NA,prep-subs
2_Kings,23,25,467894,773328,N,1,perf,1,>XR/,0,NA,0,NA,prep
2_Kings,23,29,467908,773374,N,1,perf,1,B,1,JWM/,0,NA,prep-subs
2_Kings,23,31,467921,773414,N,1,perf,0,NA,1,CLC/,1,CLC/,subs-subs
2_Kings,23,36,467941,773478,N,1,perf,0,NA,1,>XD/,2,>XD/|<FRH/,subs-subs-subs
2_Kings,24,1,467945,773491,?,1,perf,1,B,1,JWM/,0,NA,prep-subs
2_Kings,24,1,467946,773499,N,1,wayq,0,NA,1,CLC/,1,CLC/,subs-subs
2_Kings,24,8,467972,773577,N,1,perf,0,NA,1,CLC/,1,CLC/,subs-subs
2_Kings,24,10,467976,773590,N,1,perf,1,B,1,<T/,0,NA,prep-art-subs-art-prde
2_Kings,24,12,467981,773614,N,1,wayq,1,B,1,CNH/,1,CMNH/,prep-subs-subs
2_Kings,24,18,467999,773672,N,1,perf,0,NA,1,>XD/,2,>XD/|<FRH/,subs-subs-subs
2_Kings,25,1,468006,773698,N,1,wayq,1,B,1,CNH/,0,NA,prep-subs-art-subs
2_Kings,25,1,468008,773700,N,1,perf,3,B|B|L,1,XDC=/,0,NA,prep-art-subs-art-adjv-prep-art-subs-prep-art-subs
2_Kings,25,2,468011,773716,N,1,wayq,2,<D|L,1,<CTJ/,2,<CTJ/|<FRH/,prep-subs-subs-subs-prep-art-subs-nmpr
2_Kings,25,8,468030,773781,N,1,perf,3,B|B|L,1,XDC=/,1,CB</,prep-art-subs-art-adjv-prep-subs-prep-art-subs
2_Kings,25,25,468083,773952,N,1,wayq,1,B,1,XDC=/,0,NA,prep-art-subs-art-adjv
2_Kings,25,27,468093,773980,N,1,wayq,5,B|L|B|B|L,2,CLC/|CB</,6,CLC/|CB</|CNJM/|<FR/|<FRJM/|CB</,prep-subs-conj-subs-subs-prep-subs-nmpr-subs-nmpr-prep-subs-subs-subs-prep-subs-conj-subs-prep-art-subs
2_Kings,25,29,468100,774004,N,1,perf,0,NA,1,KL/,0,NA,subs-subs-subs
2_Kings,25,30,468102,774012,N,1,perf,0,NA,1,KL/,0,NA,subs-subs-subs
Isaiah,1,1,468104,774017,?,1,perf,1,B,1,JWM/,0,NA,prep-subs-nmpr-nmpr-nmpr-nmpr-subs-nmpr
Isaiah,1,26,468208,774272,Q,1,impf,2,K|B,1,R>CWN/,0,NA,prep-prep-art-subs
Isaiah,1,26,468210,774276,Q,1,impf,1,>XR/,0,NA,0,NA,prep-advb
Isaiah,2,2,468229,774333,?,1,perf,1,B,1,>XRJT/,0,NA,prep-subs-art-subs
Isaiah,2,11,468268,774457,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,2,17,468281,774490,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,2,20,468286,774502,Q,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,3,7,468311,774573,Q,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,3,18,468356,774688,?,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,4,1,468374,774733,D,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,4,2,468380,774746,D,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,4,5,468391,774785,D,1,weqt,0,NA,0,NA,0,NA,advb
Isaiah,4,6,468394,774796,D,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,5,30,468526,775171,Q,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,7,1,468599,775363,N,1,wayq,1,B,1,JWM/,0,NA,prep-subs-nmpr-subs-nmpr-subs-nmpr-subs-nmpr
Isaiah,7,8,468627,775443,Q,1,impf,1,B,1,<WD/,2,CC/|XMC/,prep-subs-subs-conj-subs-subs
Isaiah,7,17,468661,775541,Q,1,perf,2,L|MN,1,JWM/,0,NA,prep-prep-subs
Isaiah,7,18,468663,775547,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,7,20,468669,775561,Q,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,7,21,468671,775571,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,7,23,468678,775591,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,8,23,468781,775871,Q,1,perf,1,K,1,<T/,0,NA,prep-art-subs
Isaiah,9,3,468792,775908,Q,1,perf,1,K,1,JWM/,0,NA,prep-subs-nmpr
Isaiah,9,6,468803,775944,N,1,infc,2,MN|<D,1,<WLM/,0,NA,prep-advb-conj-prep-subs
Isaiah,9,13,468823,776010,N,1,wayq,0,NA,1,JWM/,1,>XD/,subs-subs
Isaiah,10,3,468864,776127,Q,1,impf,1,L,1,JWM/,0,NA,prep-subs-subs
Isaiah,10,17,468926,776314,Q,1,weqt,1,B,1,JWM/,1,>XD/,prep-subs-subs
Isaiah,10,20,468932,776332,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,10,27,468955,776403,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,11,10,469006,776562,?,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,11,11,469011,776576,?,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,11,16,469032,776650,?,1,perf,1,B,1,JWM/,0,NA,prep-subs
Isaiah,12,1,469034,776655,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,12,4,469046,776686,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,13,20,469118,776882,Q,1,impf,1,L,1,NYX/,0,NA,prep-subs
Isaiah,13,20,469119,776886,Q,1,impf,1,<D,2,DWR/|DWR/,0,NA,prep-subs-conj-subs
Isaiah,14,3,469141,776966,D,1,weqt,1,B,1,JWM/,0,NA,prep-subs
Isaiah,14,20,469199,777116,D,1,impf,1,L,1,<WLM/,0,NA,prep-subs
Isaiah,14,28,469232,777201,D,1,perf,1,B,1,CNH/,0,NA,prep-subs-subs-art-subs-nmpr
Isaiah,15,1,469255,777260,?,1,perf,1,B,1,LJL/,0,NA,prep-subs
Isaiah,15,1,469257,777265,?,1,perf,1,B,1,LJL/,0,NA,prep-subs
Isaiah,16,3,469296,777372,Q,1,impv,1,B,1,TWK/,0,NA,prep-subs-subs
Isaiah,16,13,469341,777497,Q,1,perf,1,MN,0,NA,0,NA,prep-advb
Isaiah,16,14,469342,777499,Q,1,perf,0,NA,0,NA,0,NA,advb
Isaiah,17,4,469360,777546,?,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,17,7,469372,777575,?,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,17,9,469378,777595,?,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,17,11,469385,777618,Q,1,impf,1,B,1,JWM/,0,NA,prep-subs-subs
Isaiah,17,11,469386,777621,Q,1,impf,1,B,1,BQR=/,0,NA,prep-art-subs
Isaiah,18,7,469432,777733,Q,1,impf,1,B,1,<T/,0,NA,prep-art-subs-art-prde
Isaiah,19,16,469493,777898,?,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,19,18,469501,777927,?,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,19,19,469506,777939,?,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,19,21,469513,777971,?,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,19,23,469521,777994,?,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,19,24,469525,778009,?,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,20,2,469535,778034,?,1,perf,1,B,1,<T/,0,NA,prep-art-subs-art-prde
Isaiah,20,6,469547,778075,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,22,8,469651,778311,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,22,11,469661,778340,N,1,ptca,1,MN,1,RXWQ/,0,NA,prep-subs
Isaiah,22,12,469662,778346,N,1,wayq,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,22,13,469671,778368,D,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,22,20,469694,778434,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,22,25,469708,778478,Q,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,23,15,469776,778625,?,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,23,15,469777,778629,?,1,perf,0,NA,1,CB</,1,CB</,subs-subs
Isaiah,23,15,469778,778631,?,1,impf,1,MN,1,QY/,1,CB</,prep-subs-subs-subs
Isaiah,23,17,469787,778648,?,1,perf,1,MN,1,QY/,1,CB</,prep-subs-subs-subs
Isaiah,24,21,469876,778873,N,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,24,22,469881,778889,D,1,impf,1,MN,1,RB=/,0,NA,prep-subs-subs
Isaiah,25,2,469894,778922,Q,1,impf,1,L,1,<WLM/,0,NA,prep-subs
Isaiah,25,8,469908,778966,Q,1,perf,1,L,1,NYX/,0,NA,prep-subs
Isaiah,25,9,469912,778981,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,26,1,469930,779026,D,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,26,4,469938,779050,Q,1,impv,1,<D,1,<D/,0,NA,prep-subs
Isaiah,26,9,469952,779077,D,1,perf,1,B,1,LJLH/,0,NA,prep-art-subs
Isaiah,26,20,470009,779199,Q,1,impv,1,K,1,M<V/,0,NA,prep-subs-subs
Isaiah,27,1,470015,779220,D,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,27,3,470021,779236,D,1,impf,1,L,1,RG</,0,NA,prep-subs
Isaiah,27,3,470023,779241,D,1,impf,0,NA,2,LJLH/|JWM/,0,NA,subs-conj-subs
Isaiah,27,8,470041,779285,D,1,perf,1,B,1,JWM/,0,NA,prep-subs-subs
Isaiah,27,12,470059,779335,D,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,27,13,470063,779346,D,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,28,5,470080,779391,?,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,28,19,470150,779570,Q,2,impf,2,B|B,1,BQR=/,0,NA,prep-art-subs-prep-art-subs
Isaiah,28,19,470150,779572,Q,2,impf,2,B|B,2,JWM/|LJLH/,0,NA,prep-art-subs-conj-prep-art-subs
Isaiah,28,24,470171,779623,Q,1,impf,0,NA,1,KL/,0,NA,subs-art-subs
Isaiah,28,28,470189,779677,Q,1,impf,1,L,1,NYX/,0,NA,prep-subs
Isaiah,29,18,470281,779939,Q,1,weqt,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,29,22,470294,779983,Q,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,29,22,470295,779988,Q,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,30,23,470412,780291,Q,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,30,25,470416,780306,Q,1,weqt,1,B,1,JWM/,0,NA,prep-subs-subs-adjv
Isaiah,30,26,470419,780318,Q,1,impf,1,B,1,JWM/,0,NA,prep-subs
Isaiah,31,7,470486,780511,Q,1,impf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,32,10,470531,780644,Q,1,impf,1,<L,1,JWM/,0,NA,subs-prep-subs
Isaiah,32,14,470549,780679,Q,1,perf,1,<D,1,<WLM/,0,NA,prep-subs
Isaiah,33,2,470580,780751,Q,1,impv,1,L,1,BQR=/,0,NA,prep-art-subs
Isaiah,33,10,470606,780814,Q,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,33,10,470608,780818,Q,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,33,10,470609,780820,Q,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,33,20,470654,780920,Q,1,impf,1,L,1,NYX/,0,NA,prep-subs
Isaiah,33,23,470667,780956,Q,1,perf,0,NA,0,NA,0,NA,advb
Isaiah,34,10,470709,781071,Q,1,impf,0,NA,0,NA,0,NA,advb-conj-advb
Isaiah,34,10,470710,781074,Q,1,impf,1,L,1,<WLM/,0,NA,prep-subs
Isaiah,34,10,470711,781077,Q,1,impf,2,MN|L,1,DWR/,0,NA,prep-subs-prep-subs
Isaiah,34,17,470742,781172,Q,1,impf,1,<D,1,<WLM/,0,NA,prep-subs
Isaiah,34,17,470743,781174,Q,1,impf,1,L,2,DWR/|DWR/,0,NA,prep-subs-conj-subs
Isaiah,35,5,470760,781216,D,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,35,6,470762,781222,D,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,36,1,470785,781295,N,1,wayq,2,B|L,1,>RB</,2,>RB</|<FRH/,prep-subs-subs-subs-prep-art-subs-nmpr
Isaiah,37,26,470987,781877,Q,1,perf,2,L|MN,1,RXWQ/,0,NA,prep-prep-subs
Isaiah,37,26,470988,781880,Q,1,perf,1,MN,1,JWM/,0,NA,prep-subs-subs
Isaiah,37,26,470990,781883,Q,1,perf,0,NA,0,NA,0,NA,advb
Isaiah,37,30,471010,781932,Q,1,infa,0,NA,1,CNH/,0,NA,art-subs
Isaiah,37,30,471012,781938,Q,1,impv,1,B,1,CNH/,0,NA,prep-art-subs-art-adjv
Isaiah,37,36,471035,782013,N,1,wayq,1,B,1,BQR=/,0,NA,prep-art-subs
Isaiah,38,1,471046,782045,?,1,perf,1,B,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,38,10,471084,782153,Q,1,impf,1,B,1,DMJ=/,0,NA,prep-subs-subs
Isaiah,38,10,471085,782157,Q,1,perf,0,NA,1,JTR/,0,NA,subs-subs
Isaiah,38,12,471094,782180,Q,1,impf,2,MN|<D,1,JWM/,0,NA,prep-subs-prep-subs
Isaiah,38,13,471095,782183,Q,1,perf,1,<D,1,BQR=/,0,NA,prep-subs
Isaiah,38,13,471098,782188,Q,1,impf,2,MN|<D,1,JWM/,0,NA,prep-subs-prep-subs
Isaiah,38,15,471109,782211,Q,1,impf,0,NA,1,KL/,0,NA,subs-subs
Isaiah,38,19,471122,782251,Q,1,impf,0,NA,1,JWM/,0,NA,art-subs
Isaiah,38,20,471126,782261,Q,1,impf,0,NA,1,KL/,0,NA,subs-subs-subs
Isaiah,39,1,471134,782281,?,1,perf,1,B,1,<T/,0,NA,prep-art-subs-art-prde
Isaiah,39,6,471161,782367,Q,1,perf,1,<D,1,JWM/,0,NA,prep-art-subs-art-prde
Isaiah,39,8,471172,782399,Q,1,impf,1,B,1,JWM/,0,NA,prep-subs
Isaiah,40,8,471203,782481,Q,1,impf,1,L,1,<WLM/,0,NA,prep-subs
Isaiah,40,21,471256,782627,Q,1,perf,1,MN,1,R>C/,0,NA,prep-subs
Isaiah,41,26,471435,783069,Q,1,perf,1,MN,1,R>C/,0,NA,prep-subs
Isaiah,42,14,471511,783255,Q,1,perf,1,MN,1,<WLM/,0,NA,prep-subs
Isaiah,43,19,471667,783639,Q,1,impf,0,NA,0,NA,0,NA,advb
Isaiah,44,8,471736,783826,Q,1,perf,1,MN,0,NA,0,NA,prep-advb
Isaiah,45,17,471957,784367,Q,1,impf,1,<D,1,<WLM/,0,NA,prep-subs-subs
Isaiah,45,21,471986,784431,Q,1,perf,1,MN,1,QDM/,0,NA,prep-subs
Isaiah,45,21,471987,784432,Q,1,perf,1,MN,0,NA,0,NA,prep-advb
Isaiah,46,4,472024,784526,Q,1,impf,1,<D,1,FJBH/,0,NA,prep-subs
